start_index	end_index	duration_s	iteration_count_delta	iteration_tokens_delta	avg_tokens_per_iter	avg_iter_latency_ms	prompt_tokens_delta	generation_tokens_delta	generation_tok_s	request_success_delta	preemptions_delta
0	1	1.10289279097924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	2	1.0779022499918938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	3	1.1061044170055538	1.0	32028.0	32028.0	1106.1044170055538	32027.0	1.0	0.9040737787732557	0.0	0.0
3	4	1.0983738329960033	1.0	1.0	1.0	1098.3738329960033	0.0	1.0	0.9104368384963507	0.0	0.0
4	5	1.0861736250226386	2.0	32029.0	16014.5	543.0868125113193	32027.0	2.0	1.8413262428079258	0.0	0.0
5	6	1.1226511669810861	2.0	2.0	1.0	561.3255834905431	0.0	2.0	1.781497279674315	0.0	0.0
6	7	1.1011638329946436	3.0	32030.0	10676.666666666666	367.0546109982145	32027.0	3.0	2.7243902406796474	0.0	0.0
7	8	1.1162080840440467	3.0	3.0	1.0	372.06936134801555	0.0	3.0	2.6876709126948204	0.0	0.0
8	9	1.0778730409801938	3.0	32031.0	10677.0	359.2910136600646	32027.0	4.0	3.711012195241927	0.0	0.0
9	10	1.0936232500243932	3.0	4.0	1.3333333333333333	364.5410833414644	0.0	4.0	3.657566716792808	0.0	0.0
10	11	1.1026857089600526	3.0	32032.0	10677.333333333334	367.5619029866842	32027.0	5.0	4.5343836048401505	0.0	0.0
11	12	1.0969832499977201	3.0	5.0	1.6666666666666667	365.66108333257336	0.0	5.0	4.557954736328373	0.0	0.0
12	13	1.1461790830362588	3.0	32033.0	10677.666666666666	382.0596943454196	32027.0	6.0	5.234784065423565	0.0	0.0
13	14	1.2905600419617258	3.0	32034.0	10678.0	430.1866806539086	32027.0	7.0	5.424001807277092	0.0	0.0
14	15	1.1066299160011113	3.0	7.0	2.3333333333333335	368.87663866703707	0.0	7.0	6.3255112651346135	0.0	0.0
15	16	1.1242314590490423	4.0	64063.0	16015.75	281.0578647622606	64054.0	9.0	8.005468916172175	0.0	0.0
16	17	1.1127184579963796	4.0	9.0	2.25	278.1796144990949	0.0	9.0	8.0882993674841	0.0	0.0
17	18	1.156125332985539	4.0	9.0	2.25	289.03133324638475	0.0	9.0	7.784623122787824	0.0	0.0
18	19	1.0800634999759495	4.0	9.0	2.25	270.0158749939874	0.0	9.0	8.33284339318976	0.0	0.0
19	20	1.1073000840260647	4.0	64065.0	16016.25	276.8250210065162	64054.0	11.0	9.934073119551096	0.0	0.0
20	21	1.1429486660053954	4.0	11.0	2.75	285.73716650134884	0.0	11.0	9.624229265208376	0.0	0.0
21	22	1.1466614590026438	4.0	11.0	2.75	286.66536475066096	0.0	11.0	9.593066823374098	0.0	0.0
22	23	1.1317845410085283	4.0	64067.0	16016.75	282.9461352521321	64054.0	13.0	11.486285179700154	0.0	0.0
23	24	1.1407479999470524	4.0	13.0	3.25	285.1869999867631	0.0	13.0	11.396031376433175	0.0	0.0
24	25	1.1497760000056587	4.0	32041.0	8010.25	287.4440000014147	32027.0	14.0	12.176284771930444	0.0	0.0
25	26	1.1471377920242958	8.0	32056.0	4007.0	143.39222400303697	32027.0	29.0	25.280310876015317	0.0	0.0
26	27	1.123980375006795	184.0	32763.0	178.05978260869566	6.1085889946021465	32027.0	736.0	654.8157035175552	0.0	0.0
