file,line,axis,axis_count,direction,axis_value,left_axis,left_latency_ms,actual_latency_ms,right_axis,right_latency_ms,expected_latency_ms,deviation_ratio,active_six_scope,gpu_disposition,shape,semantic_key
generation_mla_perf.txt,1181,effective_seq,2,spike,128,64,0.05527466535568237,0.9333546956380209,256,0.05332799752553304,0.05462577607896593,17.086342064756792,false,out_of_active_six_scope,heads=2;batch=128;seq=128,"{""batch_size"":""128"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""2"",""op_name"":""generation_mla"",""tp_size"":""64"",""version"":""0.19.0""}"
context_mla_perf.txt,312,batch_size,2,spike,2,1,0.05425600210825602,0.9344106515248617,4,0.05561066667238871,0.05470755696296692,17.080101971239376,true,gpu_batch_candidate_review,heads=8;batch=2;seq=32,"{""device"":""NVIDIA H200"",""framework"":""VLLM"",""isl"":""32"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""8"",""op_name"":""context_mla"",""step"":""0"",""tp_size"":""16"",""version"":""0.19.0""}"
context_mla_perf.txt,473,batch_size,2,spike,4,2,0.05619200070699056,0.967024008433024,8,0.06178133189678192,0.05805511110358768,16.657000392395496,true,gpu_batch_candidate_review,heads=16;batch=4;seq=64,"{""device"":""NVIDIA H200"",""framework"":""VLLM"",""isl"":""64"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""16"",""op_name"":""context_mla"",""step"":""0"",""tp_size"":""8"",""version"":""0.19.0""}"
generation_mla_perf.txt,1425,batch_size,1,valley,2,1,0.9308586915334066,0.04678399860858917,4,0.43327999114990234,0.7649991247389052,16.351725963809717,false,out_of_active_six_scope,heads=128;batch=2;seq=512,"{""device"":""NVIDIA H200"",""effective_seq"":""512"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""step"":""511"",""tp_size"":""1"",""version"":""0.19.0""}"
context_mla_perf.txt,473,isl,2,spike,64,32,0.054671997825304665,0.967024008433024,128,0.07073066631952922,0.06002488732337952,16.110384401444282,true,gpu_batch_candidate_review,heads=16;batch=4;seq=64,"{""batch_size"":""4"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""16"",""op_name"":""context_mla"",""step"":""0"",""tp_size"":""8"",""version"":""0.19.0""}"
generation_mla_perf.txt,388,effective_seq,2,spike,8,4,0.04713066418965658,0.7532906532287598,16,0.04659733176231384,0.046952886713875666,16.04354292035776,false,out_of_active_six_scope,heads=128;batch=4;seq=8,"{""batch_size"":""4"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""tp_size"":""1"",""version"":""0.19.0""}"
generation_mla_perf.txt,262,effective_seq,2,spike,4,2,0.046767999728520714,0.7511200110117594,8,0.04725866516431173,0.046931554873784385,16.00458397408285,false,out_of_active_six_scope,heads=128;batch=32;seq=4,"{""batch_size"":""32"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""tp_size"":""1"",""version"":""0.19.0""}"
context_mla_perf.txt,239,isl,2,spike,16,1,0.053861334919929504,1.1737120151519775,32,0.09587732950846355,0.0741916548821234,15.820000470629553,false,out_of_active_six_scope,heads=1;batch=32;seq=16,"{""batch_size"":""32"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""1"",""op_name"":""context_mla"",""step"":""0"",""tp_size"":""128"",""version"":""0.19.0""}"
generation_mla_perf.txt,1592,effective_seq,1,spike,1024,512,0.03419200082619985,0.6417973438898722,2048,0.0536106675863266,0.0406648897462421,15.782591515551363,false,out_of_active_six_scope,heads=8;batch=1;seq=1024,"{""batch_size"":""1"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""8"",""op_name"":""generation_mla"",""tp_size"":""16"",""version"":""0.19.0""}"
generation_mla_perf.txt,388,batch_size,2,spike,4,2,0.04753600060939789,0.7532906532287598,8,0.04874666531880697,0.047939555512534246,15.713342461671445,false,out_of_active_six_scope,heads=128;batch=4;seq=8,"{""device"":""NVIDIA H200"",""effective_seq"":""8"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""step"":""7"",""tp_size"":""1"",""version"":""0.19.0""}"
generation_mla_perf.txt,1409,effective_seq,1,spike,512,256,0.06659199794133504,0.9308586915334066,1024,0.04608533283074697,0.05975644290447235,15.577545220044186,false,out_of_active_six_scope,heads=128;batch=1;seq=512,"{""batch_size"":""1"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""tp_size"":""1"",""version"":""0.19.0""}"
generation_mla_perf.txt,85,batch_size,1,spike,32,16,0.05870933334032694,0.8439253171284994,64,0.05529599885145823,0.057571555177370705,14.65872017055075,false,out_of_active_six_scope,heads=128;batch=32;seq=2,"{""device"":""NVIDIA H200"",""effective_seq"":""2"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""step"":""1"",""tp_size"":""1"",""version"":""0.19.0""}"
generation_mla_perf.txt,88,batch_size,1,spike,32,16,0.05561066667238871,0.8048586845397949,64,0.0576853354771932,0.05630222294065687,14.29532694274122,true,gpu_batch_candidate_review,heads=16;batch=32;seq=2,"{""device"":""NVIDIA H200"",""effective_seq"":""2"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""16"",""op_name"":""generation_mla"",""step"":""1"",""tp_size"":""8"",""version"":""0.19.0""}"
generation_mla_perf.txt,1829,effective_seq,2,spike,2048,1024,0.05258666475613912,0.6738239924112955,4096,0.049365331729253135,0.05151288708051046,13.080687777374298,false,out_of_active_six_scope,heads=32;batch=16;seq=2048,"{""batch_size"":""16"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""32"",""op_name"":""generation_mla"",""tp_size"":""4"",""version"":""0.19.0""}"
context_mla_perf.txt,157,isl,1,spike,16,1,0.037845333417256675,0.6188586552937826,32,0.058837334314982094,0.04800275320647865,12.892149178023791,false,out_of_active_six_scope,heads=1;batch=1;seq=16,"{""batch_size"":""1"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""1"",""op_name"":""context_mla"",""step"":""0"",""tp_size"":""128"",""version"":""0.19.0""}"
generation_mla_perf.txt,1015,effective_seq,2,spike,64,32,0.061333333452542625,0.7811626593271891,128,0.06486399968465169,0.06251022219657898,12.496558672766005,false,out_of_active_six_scope,heads=128;batch=256;seq=64,"{""batch_size"":""256"",""device"":""NVIDIA H200"",""framework"":""VLLM"",""kernel_source"":""vllm_flashmla"",""kv_cache_dtype"":""fp8"",""mla_dtype"":""float16"",""num_heads"":""128"",""op_name"":""generation_mla"",""tp_size"":""1"",""version"":""0.19.0""}"
generation_mla_perf.txt,1829,batch_size,2,spike,16,8,0.06578666468461354,0.6738239924112955,32,0.05884266893068949,0.06347199943330553,10.616082657350814,false,out_of_active_six_scope,heads=32;batch=16;seq=2048,"{""device"":""NVIDIA H200"",""effective_seq"":""2048"",""framework"":""VLLM"",""isl"":""1"",""kernel_source"":""vllm_flash_attn_mla"",""kv_cache_dtype"":""float16"",""mla_dtype"":""float16"",""num_heads"":""32"",""op_name"":""generation_mla"",""step"":""2047"",""tp_size"":""4"",""version"":""0.19.0""}"
