source,scenario,phase,row_kind,category,bucket_tokens,decode_batch,latency_ms,sample_count,peer_phase,latency_p50_ms,latency_p90_ms,latency_min_ms,latency_max_ms,provenance,valid_for_default,default_readiness
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,2,1103.9945678710938,8,any_peer,1103.9945678710938,1104.0772705078125,1103.901611328125,1104.0950927734375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,3,1104.6228637695312,8,any_peer,1104.6228637695312,1104.6959228515625,1104.5228271484375,1104.6978759765625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,4,1106.3701782226562,8,any_peer,1106.3701782226562,1106.4620361328125,1106.251953125,1106.4676513671875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,5,1107.3174438476562,8,any_peer,1107.3174438476562,1107.41455078125,1107.2147216796875,1107.4300537109375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,6,1108.0936889648438,8,any_peer,1108.0936889648438,1108.150390625,1107.99609375,1108.1788330078125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,7,1108.3555908203125,8,any_peer,1108.3555908203125,1108.4307861328125,1108.2794189453125,1108.447265625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,8,1107.7103881835938,8,any_peer,1107.7103881835938,1107.7958984375,1107.596923828125,1107.8115234375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,9,1111.1730346679688,8,any_peer,1111.1730346679688,1111.310546875,1110.99462890625,1111.31298828125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,10,1108.4427490234375,8,any_peer,1108.4427490234375,1108.4766845703125,1108.4315185546875,1108.4791259765625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,11,1108.4395141601562,8,any_peer,1108.4395141601562,1108.452392578125,1108.37255859375,1108.4942626953125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,12,1112.8414916992188,8,any_peer,1112.8414916992188,1112.859619140625,1112.8048095703125,1112.8603515625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,13,1113.2139892578125,8,any_peer,1113.2139892578125,1113.25146484375,1113.1405029296875,1113.276123046875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,14,1113.9867553710938,8,any_peer,1113.9867553710938,1114.264404296875,1113.6766357421875,1114.2833251953125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,15,1112.9703369140625,8,any_peer,1112.9703369140625,1113.208984375,1112.7066650390625,1113.236572265625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,16,1116.611572265625,8,any_peer,1116.611572265625,1116.6922607421875,1116.528564453125,1116.703857421875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,17,1116.5052490234375,8,any_peer,1116.5052490234375,1116.5526123046875,1116.4405517578125,1116.5609130859375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,18,1119.24609375,8,any_peer,1119.24609375,1119.338134765625,1119.13330078125,1119.3565673828125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,19,1114.2559814453125,8,any_peer,1114.2559814453125,1114.285400390625,1114.2108154296875,1114.3095703125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,20,1120.8421630859375,8,any_peer,1120.8421630859375,1120.9039306640625,1120.6937255859375,1120.94677734375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,21,1121.150390625,8,any_peer,1121.150390625,1121.265869140625,1121.01318359375,1121.27587890625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,22,1121.986572265625,8,any_peer,1121.986572265625,1122.0643310546875,1121.8594970703125,1122.069580078125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,23,1125.0685424804688,8,any_peer,1125.0685424804688,1125.2362060546875,1124.860107421875,1125.2432861328125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,24,1122.29443359375,8,any_peer,1122.29443359375,1122.3201904296875,1122.264404296875,1122.341796875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,25,1126.8478393554688,8,any_peer,1126.8478393554688,1126.983154296875,1126.69775390625,1126.9932861328125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,26,1121.811767578125,8,any_peer,1121.811767578125,1121.8448486328125,1121.7393798828125,1121.8662109375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,27,1124.7123413085938,8,any_peer,1124.7123413085938,1124.8873291015625,1124.5169677734375,1124.888427734375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,28,1122.4188842773438,8,any_peer,1122.4188842773438,1122.4569091796875,1122.361083984375,1122.50390625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,29,1122.8430786132812,8,any_peer,1122.8430786132812,1122.900390625,1122.785400390625,1122.9171142578125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,30,1133.778076171875,8,any_peer,1133.778076171875,1133.8070068359375,1133.7574462890625,1133.817626953125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,31,1133.5927734375,8,any_peer,1133.5927734375,1133.6273193359375,1133.53125,1133.645263671875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,32,1133.472412109375,8,any_peer,1133.472412109375,1133.5609130859375,1133.3812255859375,1133.574462890625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,33,1123.1632080078125,8,any_peer,1123.1632080078125,1123.267333984375,1123.005615234375,1123.3021240234375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,34,1127.3779907226562,8,any_peer,1127.3779907226562,1127.4732666015625,1127.2620849609375,1127.49169921875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,35,1125.3768310546875,8,any_peer,1125.3768310546875,1125.407470703125,1125.3121337890625,1125.409423828125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,36,1127.3361206054688,8,any_peer,1127.3361206054688,1127.557373046875,1127.0943603515625,1127.5758056640625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,37,1124.6195068359375,8,any_peer,1124.6195068359375,1124.6893310546875,1124.548095703125,1124.700927734375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,38,1126.1163940429688,8,any_peer,1126.1163940429688,1126.19580078125,1126.0244140625,1126.2098388671875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,39,1127.5411376953125,8,any_peer,1127.5411376953125,1127.6346435546875,1127.4219970703125,1127.654296875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,40,1123.8074951171875,8,any_peer,1123.8074951171875,1123.8392333984375,1123.7816162109375,1123.852294921875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,41,1130.9635009765625,288,any_peer,1130.9635009765625,1133.16162109375,1121.41162109375,1135.1407470703125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,42,1127.479736328125,448,any_peer,1127.479736328125,1131.0384521484375,1120.9053955078125,1132.9932861328125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,43,1130.4620361328125,544,any_peer,1130.4620361328125,1133.2642822265625,1106.7322998046875,1135.332763671875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,44,1099.6781616210938,248,any_peer,1099.6781616210938,1125.8475341796875,1049.532470703125,1129.391357421875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,45,1127.549072265625,72,any_peer,1127.549072265625,1130.2523193359375,673.4629516601562,1130.36083984375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,46,1127.4225463867188,72,any_peer,1127.4225463867188,1136.2232666015625,1039.239501953125,1136.3004150390625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,47,1125.7445068359375,80,any_peer,1125.7445068359375,1134.0098876953125,1121.4581298828125,1136.535400390625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,48,1129.67236328125,48,any_peer,1129.67236328125,1134.8101806640625,1119.330810546875,1134.98193359375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,49,1130.0274047851562,56,any_peer,1130.0274047851562,1133.1600341796875,683.51611328125,1133.2841796875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,50,1129.5158081054688,64,any_peer,1129.5158081054688,1133.7841796875,680.643798828125,1134.17333984375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,51,1131.1844482421875,56,any_peer,1131.1844482421875,1133.160400390625,1120.235107421875,1133.4537353515625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,52,1130.3057250976562,64,any_peer,1130.3057250976562,1132.6365966796875,679.06005859375,1132.7633056640625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,53,1130.34326171875,56,any_peer,1130.34326171875,1132.580078125,1124.7142333984375,1132.7913818359375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,54,1125.858154296875,56,any_peer,1125.858154296875,1130.945068359375,676.404541015625,1131.0810546875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-8k2k,mixed_prefill,forward_total,forward_total,8000,55,1130.797607421875,8,any_peer,1130.797607421875,1131.03125,1130.60595703125,1131.0389404296875,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,decode,forward_total,forward_total,1,1,15.299072265625,4158,peer_decode,15.299072265625,15.402527809143066,15.15721607208252,228.57533264160156,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,decode,forward_total,forward_total,2,2,16.12758445739746,19792,peer_decode,16.12758445739746,16.238239288330078,15.777600288391113,16.45737648010254,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,decode,forward_total,forward_total,3,3,17.0916805267334,7,peer_decode,17.0916805267334,17.09779167175293,17.089632034301758,17.09984016418457,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,decode,forward_total,forward_total,4,4,17.14364719390869,6,peer_decode,17.14364719390869,17.173824310302734,17.138431549072266,17.176191329956055,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,decode,forward_total,forward_total,5,5,20.409104347229004,6,peer_decode,20.409104347229004,20.445695877075195,20.403263092041016,20.44780731201172,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,decode,forward_total,forward_total,6,6,20.61177635192871,6,peer_decode,20.61177635192871,20.634336471557617,20.60633659362793,20.636159896850586,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,decode,forward_total,forward_total,8,8,21.054336547851562,121,peer_decode,21.054336547851562,21.365280151367188,20.743040084838867,26.596256256103516,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,decode,forward_total,forward_total,9,9,25.69054412841797,330388,peer_decode,25.69054412841797,26.028575897216797,24.585887908935547,26.74950408935547,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,decode,forward_total,forward_total,10,10,25.557072639465332,3896,peer_decode,25.557072639465332,25.813663482666016,24.774463653564453,26.10982322692871,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,13,6,25.046592712402344,8,any_peer,25.046592712402344,25.06800079345703,25.021440505981445,25.06902313232422,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32,9,29.901920318603516,16,any_peer,29.901920318603516,30.05308723449707,29.76153564453125,30.056800842285156,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,38,9,32.913185119628906,8,any_peer,32.913185119628906,32.93094253540039,32.895870208740234,32.932735443115234,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,42,9,37.82687950134277,8,any_peer,37.82687950134277,37.83942413330078,37.81568145751953,37.839935302734375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,44,9,38.1441764831543,8,any_peer,38.1441764831543,38.15254211425781,38.13644790649414,38.15340805053711,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,45,9,37.69281578063965,8,any_peer,37.69281578063965,37.71984100341797,37.66767883300781,37.72118377685547,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,46,9,43.80753707885742,8,any_peer,43.80753707885742,44.75449752807617,42.900543212890625,44.75593566894531,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,47,9,37.321617126464844,8,any_peer,37.321617126464844,37.33699035644531,37.30156707763672,37.338462829589844,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,49,9,47.924720764160156,8,any_peer,47.924720764160156,47.94736099243164,47.89932632446289,47.949440002441406,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,58,9,43.823726654052734,8,any_peer,43.823726654052734,43.84022521972656,43.80339050292969,43.84048080444336,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,61,9,43.35483169555664,8,any_peer,43.35483169555664,43.3785285949707,43.33161544799805,43.380126953125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,63,9,2817.6717529296875,4,any_peer,2817.6717529296875,2817.676025390625,2817.67041015625,2817.676025390625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,64,9,44.72062301635742,4,any_peer,44.72062301635742,44.72547149658203,44.7154541015625,44.72547149658203,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,67,9,41.33291244506836,104,any_peer,41.33291244506836,41.855262756347656,40.702430725097656,41.906272888183594,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,73,9,1442.1707172393799,8,any_peer,1442.1707172393799,2821.917236328125,62.42425537109375,2821.922119140625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,77,9,1438.71071434021,8,any_peer,1438.71071434021,2822.505615234375,54.91465759277344,2822.511474609375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,80,8,54.84943962097168,4,any_peer,54.84943962097168,54.850433349609375,54.84745788574219,54.850433349609375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,81,9,2824.3966064453125,4,any_peer,2824.3966064453125,2824.40087890625,2824.391357421875,2824.40087890625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32000,1,4702.673828125,16,any_peer,4702.673828125,4704.0615234375,4701.05322265625,4704.08056640625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32000,2,4704.47802734375,8,any_peer,4704.47802734375,4704.56640625,4704.36767578125,4704.59033203125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32000,3,4703.476318359375,8,any_peer,4703.476318359375,4703.53466796875,4703.41796875,4703.537109375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32000,4,4704.623779296875,8,any_peer,4704.623779296875,4704.6572265625,4704.57861328125,4704.666015625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32000,5,4701.830322265625,8,any_peer,4701.830322265625,4701.896484375,4701.763671875,4701.8984375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32000,6,4716.1259765625,632,any_peer,4716.1259765625,4718.84423828125,4710.7138671875,4727.181640625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32000,7,4718.195068359375,224,any_peer,4718.195068359375,4724.74951171875,4711.9951171875,4725.6240234375,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32000,8,4719.62744140625,112,any_peer,4719.62744140625,4725.2900390625,4714.20849609375,4727.52197265625,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
phase446_b2b_ingest,K2.5-tp4ep8dp2-32k3k,mixed_prefill,forward_total,forward_total,32000,9,4722.88916015625,112,any_peer,4722.88916015625,4726.3525390625,2802.740234375,4726.96142578125,phase446_b2b_event_step_bucket_peer_tagged,False,No-Go
