framework,version,device,model,topology,phase,row_kind,category,kernel_source,bucket_tokens,decode_batch,hidden_size,topk,moe_ep_size,quant_runtime,latency,provenance
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,6246,43,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,884.0638122558594,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,1,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1105.8432006835938,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,2,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1103.9945678710938,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,3,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1104.6228637695312,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,4,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1106.3701782226562,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,5,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1107.3174438476562,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,6,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1108.0936889648438,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,7,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1108.3555908203125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,8,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1107.7103881835938,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1111.1730346679688,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,10,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1108.4427490234375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,11,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1108.4395141601562,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,12,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1112.8414916992188,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,13,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1113.2139892578125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,14,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1113.9867553710938,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,15,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1112.9703369140625,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,16,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1116.611572265625,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,17,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1116.5052490234375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,18,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1119.24609375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,19,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1114.2559814453125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,20,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1120.8421630859375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,21,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1121.150390625,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,22,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1121.986572265625,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,23,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1125.0685424804688,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,24,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1122.29443359375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,25,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1126.8478393554688,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,26,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1121.811767578125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,27,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1124.7123413085938,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,28,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1122.4188842773438,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,29,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1122.8430786132812,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,30,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1133.778076171875,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,31,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1133.5927734375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,32,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1133.472412109375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,33,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1123.1632080078125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,34,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1127.3779907226562,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,35,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1125.3768310546875,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,36,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1127.3361206054688,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,37,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1124.6195068359375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,38,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1126.1163940429688,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,39,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1127.5411376953125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,40,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1123.8074951171875,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,41,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1130.9635009765625,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,42,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1127.479736328125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,43,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1130.4620361328125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,44,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1099.6781616210938,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,45,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1127.549072265625,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,46,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1127.4225463867188,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,47,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1125.7445068359375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,48,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1129.67236328125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,49,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1130.0274047851562,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,50,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1129.5158081054688,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,51,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1131.1844482421875,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,52,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1130.3057250976562,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,53,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1130.34326171875,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,54,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1125.858154296875,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,8000,55,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1130.797607421875,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,13,6,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,25.046592712402344,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,29.901920318603516,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,38,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,32.913185119628906,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,42,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,37.82687950134277,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,44,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,38.1441764831543,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,45,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,37.69281578063965,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,46,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,43.80753707885742,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,47,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,37.321617126464844,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,49,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,47.924720764160156,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,58,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,43.823726654052734,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,61,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,43.35483169555664,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,63,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,2817.6717529296875,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,64,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,44.72062301635742,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,67,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,41.33291244506836,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,73,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1442.1707172393799,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,77,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,1438.71071434021,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,80,8,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,54.84943962097168,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,81,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,2824.3966064453125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32000,1,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,4702.673828125,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32000,2,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,4704.47802734375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32000,3,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,4703.476318359375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32000,4,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,4704.623779296875,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32000,5,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,4701.830322265625,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32000,6,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,4716.1259765625,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32000,7,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,4718.195068359375,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32000,8,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,4719.62744140625,phase446_b2b_event_step_bucket_peer_tagged
VLLM,0.19.0,NVIDIA H200,kimi-k2.5,tp4dp2ep8,mixed_prefill,forward_total,forward_total,phase446_b2b_event_timing,32000,9,7168,8,8,CompressedTensorsWNA16MarlinMoEMethod,4722.88916015625,phase446_b2b_event_step_bucket_peer_tagged
