source,row_type,scenario,ctx_tokens,decode_batch,ctx_requests_median,generation_tokens_median,event_count,wall_count,event_to_wall_row_ratio,dp_ranks,engines,event_forward_busy_median_ms,event_forward_busy_p90_ms,wall_elapsed_median_ms,wall_elapsed_p90_ms,sim_charge_ms,sim_context_non_attention_ms,sim_context_attention_ms,sim_generation_non_attention_ms,sim_generation_attention_ms,busy_vs_sim_pct,wall_vs_busy_pct,wall_minus_busy_ms,busy_minus_sim_ms,classification,confidence,b2b_gate,primary_gap,metric,value,note,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7960,40,2,40,8,2,4.000000,0:4;1:4,0:1;1:1,1123.982422,1124.155078,1130.330000,1130.770000,412.848874,370.300561,33.068775,0.000000,9.479537,172.250330,0.564740,6.347578,711.133548,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7961,39,2,39,8,2,4.000000,0:4;1:4,0:1;1:1,1129.344421,1129.419763,1136.625000,1136.805000,412.678146,370.327232,33.072929,0.000000,9.277985,173.662279,0.644673,7.280579,716.666275,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7962,38,2,38,8,2,4.000000,0:4;1:4,0:1;1:1,1127.235168,1127.238293,1131.570000,1131.570000,412.507419,370.353902,33.077084,0.000000,9.076433,173.264217,0.384554,4.334832,714.727749,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7963,37,2,37,8,2,4.000000,0:4;1:4,0:1;1:1,1125.968140,1126.134290,1130.795000,1131.079000,412.336692,370.380573,33.081238,0.000000,8.874880,173.070081,0.428685,4.826860,713.631448,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7964,36,2,36,8,2,4.000000,0:4;1:4,0:1;1:1,1127.922546,1127.955176,1132.620000,1133.084000,412.165964,370.407244,33.085393,0.000000,8.673328,173.657372,0.416470,4.697454,715.756582,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7965,35,2,35,8,2,4.000000,0:4;1:4,0:1;1:1,1126.509338,1126.637207,1131.015000,1131.131000,411.995237,370.433915,33.089547,0.000000,8.471776,173.427758,0.399967,4.505662,714.514101,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7966,34,2,34,8,2,4.000000,0:4;1:4,0:1;1:1,1128.857605,1128.890161,1133.075000,1133.327000,1300.396314,1259.032389,33.093701,0.000000,8.270223,-13.191264,0.373598,4.217395,-171.538709,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7967,33,2,33,8,2,4.000000,0:4;1:4,0:1;1:1,1125.326416,1125.492383,1129.490000,1129.786000,1027.915437,986.748910,33.097856,0.000000,8.068671,9.476556,0.369989,4.163584,97.410980,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7968,32,2,32,8,2,4.000000,0:4;1:4,0:1;1:1,1135.137512,1135.145605,1139.935000,1140.139000,1211.514531,1170.545402,33.102010,0.000000,7.867118,-6.304259,0.422635,4.797488,-76.377018,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7969,31,2,31,8,2,4.000000,0:4;1:4,0:1;1:1,1135.109680,1135.233032,1141.420000,1141.588000,1431.396130,1390.624480,33.106164,0.000000,7.665486,-20.699123,0.555922,6.310320,-296.286450,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7970,30,2,30,8,2,4.000000,0:4;1:4,0:1;1:1,1135.520447,1135.597363,1140.020000,1140.124000,1210.425945,1169.851774,33.110319,0.000000,7.463853,-6.188359,0.396255,4.499553,-74.905499,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7971,29,2,29,8,2,4.000000,0:4;1:4,0:1;1:1,1124.510193,1124.558057,1127.570000,1127.770000,1210.698242,1170.321549,33.114473,0.000000,7.262220,-7.118871,0.272101,3.059807,-86.188049,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7972,28,2,28,8,2,4.000000,0:4;1:4,0:1;1:1,1122.761353,1122.837085,1127.285000,1127.425000,1210.368800,1170.189586,33.118627,0.000000,7.060587,-7.238079,0.402904,4.523647,-87.607448,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7973,27,2,27,8,2,4.000000,0:4;1:4,0:1;1:1,1125.075867,1125.223157,1129.980000,1130.364000,1209.889820,1169.908084,33.122782,0.000000,6.858954,-7.010056,0.435894,4.904133,-84.813953,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7974,26,2,26,8,2,4.000000,0:4;1:4,0:1;1:1,1122.897156,1122.996716,1127.490000,1127.906000,1210.460349,1170.676092,33.126936,0.000000,6.657321,-7.233875,0.409017,4.592844,-87.563193,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7975,25,2,25,8,2,4.000000,0:4;1:4,0:1;1:1,1127.127258,1127.231189,1130.685000,1130.897000,990.235059,950.648281,33.131091,0.000000,6.455688,13.824213,0.315647,3.557742,136.892199,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7976,24,2,24,8,2,4.000000,0:4;1:4,0:1;1:1,1124.151367,1124.186938,1128.810000,1129.682000,1209.593784,1170.204484,33.135245,0.000000,6.254055,-7.063728,0.414413,4.658633,-85.442417,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7977,23,2,23,8,2,4.000000,0:4;1:4,0:1;1:1,1124.884766,1124.996545,1130.725000,1131.001000,1428.866458,1389.674637,33.139399,0.000000,6.052422,-21.274325,0.519185,5.840234,-303.981693,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7978,22,2,22,8,2,4.000000,0:4;1:4,0:1;1:1,1122.731812,1122.794666,1127.905000,1128.013000,1209.763582,1170.769239,33.143554,0.000000,5.850789,-7.194114,0.460768,5.173188,-87.031770,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7979,21,2,21,8,2,4.000000,0:4;1:4,0:1;1:1,1120.663452,1120.787183,1124.370000,1124.458000,1209.021272,1170.224408,33.147708,0.000000,5.649156,-7.308211,0.330746,3.706548,-88.357820,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7980,20,2,20,8,2,4.000000,0:4;1:4,0:1;1:1,1120.816467,1120.927368,1126.320000,1127.144000,1208.509897,1169.910512,33.151862,0.000000,5.447523,-7.256327,0.491029,5.503533,-87.693430,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7981,19,2,19,8,2,4.000000,0:4;1:4,0:1;1:1,1114.779785,1114.876978,1119.880000,1120.592000,1208.230623,1169.828716,33.156017,0.000000,5.245890,-7.734520,0.457509,5.100215,-93.450838,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7982,18,2,18,8,2,4.000000,0:4;1:4,0:1;1:1,1119.680603,1119.789221,1123.905000,1123.933000,1207.972931,1169.768503,33.160171,0.000000,5.044257,-7.309131,0.377286,4.224397,-88.292328,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7983,17,2,17,8,2,4.000000,0:4;1:4,0:1;1:1,1117.015015,1117.050806,1121.820000,1121.924000,987.832328,949.825378,33.164326,0.000000,4.842624,13.077390,0.430163,4.804985,129.182687,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7984,16,2,16,8,2,4.000000,0:4;1:4,0:1;1:1,1117.353760,1117.489648,1121.790000,1122.150000,1208.106197,1170.296726,33.168480,0.000000,4.640991,-7.511959,0.397031,4.436240,-90.752437,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7985,15,2,15,8,2,4.000000,0:4;1:4,0:1;1:1,1113.547791,1113.604309,1119.630000,1119.830000,1427.306658,1389.611453,33.172634,0.000000,4.522571,-21.982583,0.546201,6.082209,-313.758867,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7986,14,2,14,8,2,4.000000,0:4;1:4,0:1;1:1,1114.692932,1114.798828,1119.205000,1119.457000,1206.651217,1169.070278,33.176789,0.000000,4.404150,-7.620950,0.404781,4.512068,-91.958285,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7987,13,2,13,8,2,4.000000,0:4;1:4,0:1;1:1,1114.676514,1114.804346,1119.125000,1119.233000,1205.998381,1168.531709,33.180943,0.000000,4.285729,-7.572304,0.399083,4.448486,-91.321868,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7988,12,2,12,8,2,4.000000,0:4;1:4,0:1;1:1,1115.139099,1115.220483,1119.925000,1120.009000,1205.589333,1168.236927,33.185097,0.000000,4.167309,-7.502574,0.429175,4.785901,-90.450234,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7989,11,2,11,8,2,4.000000,0:4;1:4,0:1;1:1,1109.707031,1109.762622,1114.345000,1114.621000,1205.581087,1168.342947,33.189252,0.000000,4.048888,-7.952518,0.417945,4.637969,-95.874056,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7990,10,2,10,8,2,4.000000,0:4;1:4,0:1;1:1,1110.600952,1110.754736,1112.770000,1114.154000,1205.110811,1167.986937,33.193406,0.000000,3.930468,-7.842421,0.195304,2.169048,-94.509859,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7991,9,2,9,8,2,4.000000,0:4;1:4,0:1;1:1,1111.822632,1111.885986,1116.150000,1116.222000,985.083747,948.074139,33.197561,0.000000,3.812047,12.865798,0.389214,4.327368,126.738885,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7992,8,2,8,8,2,4.000000,0:4;1:4,0:1;1:1,1108.386719,1108.425317,1112.485000,1112.809000,1203.728033,1166.832692,33.201715,0.000000,3.693626,-7.920503,0.369752,4.098281,-95.341315,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7993,7,2,7,8,2,4.000000,0:4;1:4,0:1;1:1,1110.635498,1110.694788,1116.895000,1117.011000,1422.061952,1385.253190,33.205869,0.000000,3.602893,-21.899640,0.563596,6.259502,-311.426454,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7994,6,2,6,8,2,4.000000,0:4;1:4,0:1;1:1,1107.071716,1107.108313,1111.510000,1111.590000,1202.511737,1165.789555,33.210024,0.000000,3.512159,-7.936723,0.400903,4.438284,-95.440021,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7995,5,2,5,8,2,4.000000,0:4;1:4,0:1;1:1,1107.185120,1107.217126,1110.710000,1110.862000,1202.393083,1165.757480,33.214178,0.000000,3.421425,-7.918206,0.318364,3.524880,-95.207963,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7996,4,2,4,8,2,4.000000,0:4;1:4,0:1;1:1,1106.333801,1106.373743,1111.945000,1111.981000,1201.454701,1164.905678,33.218332,0.000000,3.330691,-7.917144,0.507189,5.611199,-95.120900,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7997,3,2,3,8,2,4.000000,0:4;1:4,0:1;1:1,1105.433655,1105.465503,1109.485000,1109.929000,1200.746148,1164.191107,33.222487,0.000000,3.332554,-7.937772,0.366494,4.051345,-95.312493,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7998,2,2,2,8,2,4.000000,0:4;1:4,0:1;1:1,1104.751831,1104.794800,1109.520000,1109.712000,1200.585285,1164.024227,33.226641,0.000000,3.334417,-7.982228,0.431605,4.768169,-95.833454,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,7999,1,2,1,16,4,4.000000,0:8;1:8,0:2;1:2,1104.839355,1105.724060,1109.465000,1111.785000,833.583521,797.119548,33.230795,0.000000,3.233177,32.540931,0.418671,4.625645,271.255835,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,bucket,K2.5-tp4ep8dp2-8k2k,8000,0,1,0,8,2,4.000000,0:4;1:4,0:1;1:1,651.887146,654.098364,977.500000,1147.916000,266.741776,233.506826,33.234950,0.000000,0.000000,144.388845,49.949267,325.612854,385.145370,low_confidence,low,,,,,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,summary,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,b2b_gate,recommended,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,summary,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,primary_gap,busy_over_sim,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,summary,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,bucket_rows,136,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,summary,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,wall_gap_share,0.111121,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,summary,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,busy_gap_share,0.898347,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,summary,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,wall_gap_buckets,0,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,summary,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,busy_gap_buckets,7,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,summary,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,mixed_buckets,17,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,summary,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,low_confidence_buckets,111,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,inventory,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,event_rows,94212,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,inventory,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,wall_rows,23557,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,inventory,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,event_to_wall_row_ratio,3.999321,,false,false,false,false,false,true,No-Go
phase443_b2_diagnostic,inventory,K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,,,,,,,recommended,busy_over_sim,overhead_gate_failed_pct,5.676176,,false,false,false,false,false,true,No-Go
