source,row_type,scenario,ctx_tokens,decode_batch,event_count,confidence,sim_charge_ms,event_forward_busy_median_ms,wall_elapsed_median_ms,busy_minus_sim_ms,wall_minus_busy_ms,busy_gap_share,wall_gap_share,mechanism_candidate,metric,value,note,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7969,31,8,low,1431.396130,1135.109680,1141.420000,-296.286450,6.310320,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7970,30,8,low,1210.425945,1135.520447,1140.020000,-74.905498,4.499553,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7971,29,8,low,1210.698242,1124.510193,1127.570000,-86.188049,3.059807,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7972,28,8,low,1210.368800,1122.761353,1127.285000,-87.607447,4.523647,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7973,27,8,low,1209.889820,1125.075867,1129.980000,-84.813953,4.904133,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7974,26,8,low,1210.460349,1122.897156,1127.490000,-87.563193,4.592844,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7975,25,8,low,990.235059,1127.127258,1130.685000,136.892199,3.557742,0.974669,0.025331,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7976,24,8,low,1209.593784,1124.151367,1128.810000,-85.442417,4.658633,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7977,23,8,low,1428.866458,1124.884766,1130.725000,-303.981692,5.840234,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7978,22,8,low,1209.763582,1122.731812,1127.905000,-87.031770,5.173188,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7979,21,8,low,1209.021272,1120.663452,1124.370000,-88.357820,3.706548,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7980,20,8,low,1208.509897,1120.816467,1126.320000,-87.693430,5.503533,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7981,19,8,low,1208.230623,1114.779785,1119.880000,-93.450838,5.100215,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7982,18,8,low,1207.972931,1119.680603,1123.905000,-88.292328,4.224397,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7983,17,8,low,987.832328,1117.015015,1121.820000,129.182687,4.804985,0.964139,0.035861,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7984,16,8,low,1208.106197,1117.353760,1121.790000,-90.752437,4.436240,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7985,15,8,low,1427.306658,1113.547791,1119.630000,-313.758867,6.082209,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7986,14,8,low,1206.651217,1114.692932,1119.205000,-91.958285,4.512068,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7987,13,8,low,1205.998381,1114.676514,1119.125000,-91.321867,4.448486,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7988,12,8,low,1205.589333,1115.139099,1119.925000,-90.450234,4.785901,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7989,11,8,low,1205.581087,1109.707031,1114.345000,-95.874056,4.637969,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7990,10,8,low,1205.110811,1110.600952,1112.770000,-94.509859,2.169048,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7991,9,8,low,985.083747,1111.822632,1116.150000,126.738885,4.327368,0.966983,0.033017,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7992,8,8,low,1203.728033,1108.386719,1112.485000,-95.341314,4.098281,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7993,7,8,low,1422.061952,1110.635498,1116.895000,-311.426454,6.259502,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7994,6,8,low,1202.511737,1107.071716,1111.510000,-95.440021,4.438284,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7995,5,8,low,1202.393083,1107.185120,1110.710000,-95.207963,3.524880,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7996,4,8,low,1201.454701,1106.333801,1111.945000,-95.120900,5.611199,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7997,3,8,low,1200.746148,1105.433655,1109.485000,-95.312493,4.051345,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7998,2,8,low,1200.585285,1104.751831,1109.520000,-95.833454,4.768169,0.000000,1.000000,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,7999,1,16,low,833.583521,1104.839355,1109.465000,271.255834,4.625645,0.983233,0.016767,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,bucket,K2.5-tp4ep8dp2-8k2k,8000,0,8,low,266.741776,651.887146,977.500000,385.145370,325.612854,0.541880,0.458120,low_confidence,,,sample count below Phase443 confidence gate,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,summary,,,,,,,,,,,,,,verdict,prefill_gap_is_busy_charge_not_wall_only,high-confidence mixed prefill buckets only,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,summary,,,,,,,,,,,,,,mixed_high_bucket_count,3,high-confidence mixed prefill buckets only,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,summary,,,,,,,,,,,,,,busy_gap_total_ms,2154.894164,high-confidence mixed prefill buckets only,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,summary,,,,,,,,,,,,,,wall_gap_total_ms,13.729852,high-confidence mixed prefill buckets only,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,summary,,,,,,,,,,,,,,busy_gap_share,0.993669,high-confidence mixed prefill buckets only,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,summary,,,,,,,,,,,,,,wall_gap_share,0.006331,high-confidence mixed prefill buckets only,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,summary,,,,,,,,,,,,,,busy_over_sim_bucket_count,3,high-confidence mixed prefill buckets only,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,summary,,,,,,,,,,,,,,wall_over_busy_bucket_count,0,high-confidence mixed prefill buckets only,false,false,false,false,false,true,No-Go
phase445_perlayer_prefill_recheck,summary,,,,,,,,,,,,,,mixed_or_inconclusive_bucket_count,0,high-confidence mixed prefill buckets only,false,false,false,false,false,true,No-Go
