alignment_key,alignment_key_type,engine_step_id,dp_rank,source,scenario,iteration,phase,scheduled_context_tokens,scheduled_decode_tokens,scheduled_total_tokens,scheduled_context_reqs,scheduled_decode_reqs,scheduled_total_reqs,max_num_batched_tokens,max_num_seqs,forward_token_count,forward_regime,cudagraph_runtime_mode,topology_key,tp,dp,moe_tp,moe_ep,valid_for_default,perf_database,diagnostic_only
engine_dp:0:step:531,engine_core_dp_step,531,0,cb_sim_vllm_like,32000x1000_b16,531,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:532,engine_core_dp_step,532,0,cb_sim_vllm_like,32000x1000_b16,532,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:533,engine_core_dp_step,533,0,cb_sim_vllm_like,32000x1000_b16,533,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:534,engine_core_dp_step,534,0,cb_sim_vllm_like,32000x1000_b16,534,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:535,engine_core_dp_step,535,0,cb_sim_vllm_like,32000x1000_b16,535,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:536,engine_core_dp_step,536,0,cb_sim_vllm_like,32000x1000_b16,536,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:537,engine_core_dp_step,537,0,cb_sim_vllm_like,32000x1000_b16,537,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:538,engine_core_dp_step,538,0,cb_sim_vllm_like,32000x1000_b16,538,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:539,engine_core_dp_step,539,0,cb_sim_vllm_like,32000x1000_b16,539,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:540,engine_core_dp_step,540,0,cb_sim_vllm_like,32000x1000_b16,540,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:541,engine_core_dp_step,541,0,cb_sim_vllm_like,32000x1000_b16,541,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:542,engine_core_dp_step,542,0,cb_sim_vllm_like,32000x1000_b16,542,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:543,engine_core_dp_step,543,0,cb_sim_vllm_like,32000x1000_b16,543,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:544,engine_core_dp_step,544,0,cb_sim_vllm_like,32000x1000_b16,544,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:545,engine_core_dp_step,545,0,cb_sim_vllm_like,32000x1000_b16,545,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:546,engine_core_dp_step,546,0,cb_sim_vllm_like,32000x1000_b16,546,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:547,engine_core_dp_step,547,0,cb_sim_vllm_like,32000x1000_b16,547,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:548,engine_core_dp_step,548,0,cb_sim_vllm_like,32000x1000_b16,548,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:549,engine_core_dp_step,549,0,cb_sim_vllm_like,32000x1000_b16,549,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:550,engine_core_dp_step,550,0,cb_sim_vllm_like,32000x1000_b16,550,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:551,engine_core_dp_step,551,0,cb_sim_vllm_like,32000x1000_b16,551,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:552,engine_core_dp_step,552,0,cb_sim_vllm_like,32000x1000_b16,552,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:553,engine_core_dp_step,553,0,cb_sim_vllm_like,32000x1000_b16,553,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:554,engine_core_dp_step,554,0,cb_sim_vllm_like,32000x1000_b16,554,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:555,engine_core_dp_step,555,0,cb_sim_vllm_like,32000x1000_b16,555,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:556,engine_core_dp_step,556,0,cb_sim_vllm_like,32000x1000_b16,556,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:557,engine_core_dp_step,557,0,cb_sim_vllm_like,32000x1000_b16,557,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:558,engine_core_dp_step,558,0,cb_sim_vllm_like,32000x1000_b16,558,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:559,engine_core_dp_step,559,0,cb_sim_vllm_like,32000x1000_b16,559,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:560,engine_core_dp_step,560,0,cb_sim_vllm_like,32000x1000_b16,560,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:561,engine_core_dp_step,561,0,cb_sim_vllm_like,32000x1000_b16,561,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:562,engine_core_dp_step,562,0,cb_sim_vllm_like,32000x1000_b16,562,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:563,engine_core_dp_step,563,0,cb_sim_vllm_like,32000x1000_b16,563,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:564,engine_core_dp_step,564,0,cb_sim_vllm_like,32000x1000_b16,564,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:565,engine_core_dp_step,565,0,cb_sim_vllm_like,32000x1000_b16,565,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:566,engine_core_dp_step,566,0,cb_sim_vllm_like,32000x1000_b16,566,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:567,engine_core_dp_step,567,0,cb_sim_vllm_like,32000x1000_b16,567,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:568,engine_core_dp_step,568,0,cb_sim_vllm_like,32000x1000_b16,568,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:569,engine_core_dp_step,569,0,cb_sim_vllm_like,32000x1000_b16,569,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:570,engine_core_dp_step,570,0,cb_sim_vllm_like,32000x1000_b16,570,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:571,engine_core_dp_step,571,0,cb_sim_vllm_like,32000x1000_b16,571,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:572,engine_core_dp_step,572,0,cb_sim_vllm_like,32000x1000_b16,572,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:573,engine_core_dp_step,573,0,cb_sim_vllm_like,32000x1000_b16,573,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:574,engine_core_dp_step,574,0,cb_sim_vllm_like,32000x1000_b16,574,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:575,engine_core_dp_step,575,0,cb_sim_vllm_like,32000x1000_b16,575,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:576,engine_core_dp_step,576,0,cb_sim_vllm_like,32000x1000_b16,576,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:577,engine_core_dp_step,577,0,cb_sim_vllm_like,32000x1000_b16,577,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:578,engine_core_dp_step,578,0,cb_sim_vllm_like,32000x1000_b16,578,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:579,engine_core_dp_step,579,0,cb_sim_vllm_like,32000x1000_b16,579,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:580,engine_core_dp_step,580,0,cb_sim_vllm_like,32000x1000_b16,580,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:581,engine_core_dp_step,581,0,cb_sim_vllm_like,32000x1000_b16,581,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:582,engine_core_dp_step,582,0,cb_sim_vllm_like,32000x1000_b16,582,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:583,engine_core_dp_step,583,0,cb_sim_vllm_like,32000x1000_b16,583,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:584,engine_core_dp_step,584,0,cb_sim_vllm_like,32000x1000_b16,584,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:585,engine_core_dp_step,585,0,cb_sim_vllm_like,32000x1000_b16,585,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:586,engine_core_dp_step,586,0,cb_sim_vllm_like,32000x1000_b16,586,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:587,engine_core_dp_step,587,0,cb_sim_vllm_like,32000x1000_b16,587,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:588,engine_core_dp_step,588,0,cb_sim_vllm_like,32000x1000_b16,588,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:589,engine_core_dp_step,589,0,cb_sim_vllm_like,32000x1000_b16,589,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:590,engine_core_dp_step,590,0,cb_sim_vllm_like,32000x1000_b16,590,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:591,engine_core_dp_step,591,0,cb_sim_vllm_like,32000x1000_b16,591,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:592,engine_core_dp_step,592,0,cb_sim_vllm_like,32000x1000_b16,592,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:593,engine_core_dp_step,593,0,cb_sim_vllm_like,32000x1000_b16,593,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:594,engine_core_dp_step,594,0,cb_sim_vllm_like,32000x1000_b16,594,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:595,engine_core_dp_step,595,0,cb_sim_vllm_like,32000x1000_b16,595,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:596,engine_core_dp_step,596,0,cb_sim_vllm_like,32000x1000_b16,596,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:597,engine_core_dp_step,597,0,cb_sim_vllm_like,32000x1000_b16,597,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:598,engine_core_dp_step,598,0,cb_sim_vllm_like,32000x1000_b16,598,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:599,engine_core_dp_step,599,0,cb_sim_vllm_like,32000x1000_b16,599,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:600,engine_core_dp_step,600,0,cb_sim_vllm_like,32000x1000_b16,600,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:601,engine_core_dp_step,601,0,cb_sim_vllm_like,32000x1000_b16,601,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:602,engine_core_dp_step,602,0,cb_sim_vllm_like,32000x1000_b16,602,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:603,engine_core_dp_step,603,0,cb_sim_vllm_like,32000x1000_b16,603,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:604,engine_core_dp_step,604,0,cb_sim_vllm_like,32000x1000_b16,604,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:605,engine_core_dp_step,605,0,cb_sim_vllm_like,32000x1000_b16,605,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:606,engine_core_dp_step,606,0,cb_sim_vllm_like,32000x1000_b16,606,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:607,engine_core_dp_step,607,0,cb_sim_vllm_like,32000x1000_b16,607,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:608,engine_core_dp_step,608,0,cb_sim_vllm_like,32000x1000_b16,608,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:609,engine_core_dp_step,609,0,cb_sim_vllm_like,32000x1000_b16,609,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:610,engine_core_dp_step,610,0,cb_sim_vllm_like,32000x1000_b16,610,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:611,engine_core_dp_step,611,0,cb_sim_vllm_like,32000x1000_b16,611,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:612,engine_core_dp_step,612,0,cb_sim_vllm_like,32000x1000_b16,612,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:613,engine_core_dp_step,613,0,cb_sim_vllm_like,32000x1000_b16,613,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:614,engine_core_dp_step,614,0,cb_sim_vllm_like,32000x1000_b16,614,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:615,engine_core_dp_step,615,0,cb_sim_vllm_like,32000x1000_b16,615,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:616,engine_core_dp_step,616,0,cb_sim_vllm_like,32000x1000_b16,616,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:617,engine_core_dp_step,617,0,cb_sim_vllm_like,32000x1000_b16,617,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:618,engine_core_dp_step,618,0,cb_sim_vllm_like,32000x1000_b16,618,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:619,engine_core_dp_step,619,0,cb_sim_vllm_like,32000x1000_b16,619,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:620,engine_core_dp_step,620,0,cb_sim_vllm_like,32000x1000_b16,620,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:621,engine_core_dp_step,621,0,cb_sim_vllm_like,32000x1000_b16,621,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:622,engine_core_dp_step,622,0,cb_sim_vllm_like,32000x1000_b16,622,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:623,engine_core_dp_step,623,0,cb_sim_vllm_like,32000x1000_b16,623,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:624,engine_core_dp_step,624,0,cb_sim_vllm_like,32000x1000_b16,624,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:625,engine_core_dp_step,625,0,cb_sim_vllm_like,32000x1000_b16,625,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:626,engine_core_dp_step,626,0,cb_sim_vllm_like,32000x1000_b16,626,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:627,engine_core_dp_step,627,0,cb_sim_vllm_like,32000x1000_b16,627,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:628,engine_core_dp_step,628,0,cb_sim_vllm_like,32000x1000_b16,628,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:629,engine_core_dp_step,629,0,cb_sim_vllm_like,32000x1000_b16,629,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:630,engine_core_dp_step,630,0,cb_sim_vllm_like,32000x1000_b16,630,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:631,engine_core_dp_step,631,0,cb_sim_vllm_like,32000x1000_b16,631,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:632,engine_core_dp_step,632,0,cb_sim_vllm_like,32000x1000_b16,632,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:633,engine_core_dp_step,633,0,cb_sim_vllm_like,32000x1000_b16,633,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:634,engine_core_dp_step,634,0,cb_sim_vllm_like,32000x1000_b16,634,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:635,engine_core_dp_step,635,0,cb_sim_vllm_like,32000x1000_b16,635,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:636,engine_core_dp_step,636,0,cb_sim_vllm_like,32000x1000_b16,636,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:637,engine_core_dp_step,637,0,cb_sim_vllm_like,32000x1000_b16,637,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:638,engine_core_dp_step,638,0,cb_sim_vllm_like,32000x1000_b16,638,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:639,engine_core_dp_step,639,0,cb_sim_vllm_like,32000x1000_b16,639,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:640,engine_core_dp_step,640,0,cb_sim_vllm_like,32000x1000_b16,640,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:641,engine_core_dp_step,641,0,cb_sim_vllm_like,32000x1000_b16,641,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:642,engine_core_dp_step,642,0,cb_sim_vllm_like,32000x1000_b16,642,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:643,engine_core_dp_step,643,0,cb_sim_vllm_like,32000x1000_b16,643,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:644,engine_core_dp_step,644,0,cb_sim_vllm_like,32000x1000_b16,644,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:645,engine_core_dp_step,645,0,cb_sim_vllm_like,32000x1000_b16,645,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:646,engine_core_dp_step,646,0,cb_sim_vllm_like,32000x1000_b16,646,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:647,engine_core_dp_step,647,0,cb_sim_vllm_like,32000x1000_b16,647,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:648,engine_core_dp_step,648,0,cb_sim_vllm_like,32000x1000_b16,648,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:649,engine_core_dp_step,649,0,cb_sim_vllm_like,32000x1000_b16,649,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:650,engine_core_dp_step,650,0,cb_sim_vllm_like,32000x1000_b16,650,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:651,engine_core_dp_step,651,0,cb_sim_vllm_like,32000x1000_b16,651,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:652,engine_core_dp_step,652,0,cb_sim_vllm_like,32000x1000_b16,652,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
engine_dp:0:step:653,engine_core_dp_step,653,0,cb_sim_vllm_like,32000x1000_b16,653,pure_decode,0,8,8,0,8,8,8192,256,8,FULL:8,FULL,tp4dp2moetp1ep8,4,2,1,8,False,False,True
