section,scenario,bucket_tokens,decode_batch,query_count,sim_wall_ms,wall_weight,real_samples,real_wall_median_ms,classification,decision,projected_coverage,metric,value,target,status,note
cell,K2.5-tp8ep8-8k2k-bt65536,8149,40,1,325.9855626446059,0.002451770308479074,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8151,37,1,325.90902215361706,0.0024511946397234386,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8149,39,1,325.76350997231805,0.0024501002279257605,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8137,38,1,325.6530087141924,0.0024492691368138593,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8145,39,1,325.62327908007774,0.002449045537235973,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8136,40,1,325.52981224482477,0.002448342563737265,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8134,40,1,325.45969679870456,0.0024478152183923705,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8136,39,1,325.3077595725369,0.0024466724831839507,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8128,35,1,325.12712321389876,0.002445313898904488,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8119,40,1,324.93383095280325,0.0024438601283056673,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8125,39,1,324.92212461887596,0.0024437720837870353,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8106,36,1,324.6033900011222,0.002441374848566698,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8097,36,1,324.28787049358147,0.0024390017945146764,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8084,40,1,323.7068106457001,0.002434631584770026,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8080,37,1,323.4199238163507,0.0024324738799797086,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8065,38,1,323.1288526538661,0.0024302847043976834,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8063,38,1,322.5264931168626,0.002425754297542014,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8054,37,1,322.5084230167884,0.0024256183904960895,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8052,39,1,322.36291083548946,0.002424523978698412,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8039,38,1,322.21735185430373,0.002423429214914064,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8039,39,1,313.22736265752167,0.0023558145990783073,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
cell,K2.5-tp8ep8-8k2k-bt65536,8027,27,1,311.08701024775,0.002339716792643607,0,,sim_only_for_phase458_reference,phase462_dynamics,0.578501585326,,,,triaged,exact Phase458 reference-cell match only
