source,row_type,scenario,artifact_dir,bucket_tokens,decode_batch,step_count,category_sum_ms,non_attn_total_ms,candidate_gap_ms,candidate_error_pct,attention_ms,peer_wait_ms,host_gap_upper_ms,attention_error_upper_ms,explained_ms,unexplained_ms,explained_share,coverage_band,missing_categories,explain_gate,high_batch_gate,life_gate,metric,value,note,gpu_allowed,ssh_allowed,runtime_modified,perf_database,valid_for_default,diagnostic_only,default_readiness
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,41,102,,1088.463603,,,42.745711,,,,,,,ramp_or_low_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,42,142,,1085.511348,,,42.771258,,,,,,,ramp_or_low_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,43,74,,1085.421264,,,42.350222,,,,,,,ramp_or_low_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,44,12,,1083.515429,,,43.337905,,,,,,,ramp_or_low_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,45,11,,1084.810152,,,43.535303,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,46,10,,1087.799299,,,43.732701,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,47,10,,1015.410901,,,43.930099,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,48,9,,1016.089170,,,44.127497,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,49,9,,987.375105,,,44.324895,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,50,9,,963.069930,,,44.522293,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,51,9,,938.670309,,,44.719691,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,52,9,,938.857356,,,44.917089,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,53,9,,938.636625,,,45.114487,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,54,10,,685.966115,,,45.311885,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,missing_category_coverage,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,8000,55,4,,636.441506,,,45.353494,,,,,,,high_batch,"ep_a2a,moe_gemm_or_aux,other_cuda,collective_other",,,,,,candidate_log_row_exists_but_serving_state_category_sum_missing,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,metric,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,failed,total_gap_ms_weighted,1452.184414,phase441_step0_offline_audit,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,metric,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,failed,total_explained_ms_weighted,97.025589,phase441_step0_offline_audit,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,metric,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,failed,explained_share,0.066814,phase441_step0_offline_audit,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,metric,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,failed,high_batch_row_count,0,phase441_step0_offline_audit,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,metric,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,failed,high_batch_max_error_pct,,phase441_step0_offline_audit,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,metric,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,failed,high_batch_mean_error_pct,,phase441_step0_offline_audit,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,metric,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,failed,explain_gate,failed,phase441_step0_offline_audit,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,metric,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,failed,high_batch_gate,failed,phase441_step0_offline_audit,false,false,false,false,false,true,No-Go
phase441_steady_wall_primitive,metric,K2.5-tp4ep8dp2-8k2k,docs/iter_gap_investigation/phase425_8k2k_sweep/K2.5-tp4ep8dp2-8k2k,,,,,,,,,,,,,,,,,,,failed,life_gate,failed,phase441_step0_offline_audit,false,false,false,false,false,true,No-Go
