alignment_key,alignment_key_type,dp_rank,scenario,phase,topology_key,cb_engine_step_id,cb_iter_index,cb_scheduled_context_tokens,cb_scheduled_decode_tokens,cb_scheduled_total_tokens,cb_scheduled_context_reqs,cb_scheduled_decode_reqs,cb_scheduled_total_reqs,cb_forward_token_count,cb_forward_regime,cb_cudagraph_runtime_mode,vllm_engine_step_id,vllm_iter_index,vllm_scheduled_context_tokens,vllm_scheduled_decode_tokens,vllm_scheduled_total_tokens,vllm_scheduled_context_reqs,vllm_scheduled_decode_reqs,vllm_scheduled_total_reqs,vllm_forward_token_count,vllm_forward_regime,vllm_cudagraph_runtime_mode,scheduled_context_token_delta,scheduled_decode_token_delta,scheduled_total_token_delta,scheduled_context_req_delta,scheduled_decode_req_delta,scheduled_total_req_delta,forward_token_delta,same_phase,same_topology_key,same_scheduled_total_tokens,same_scheduled_total_reqs,same_forward_token_count,same_forward_regime,same_cudagraph_runtime_mode,valid_for_default,perf_database,diagnostic_only
engine_dp:0:step:864,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,864,864,0,8,8,0,8,8,8,FULL:8,FULL,864,864,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:865,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,865,865,0,8,8,0,8,8,8,FULL:8,FULL,865,865,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:866,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,866,866,0,8,8,0,8,8,8,FULL:8,FULL,866,866,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:867,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,867,867,0,8,8,0,8,8,8,FULL:8,FULL,867,867,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:868,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,868,868,0,8,8,0,8,8,8,FULL:8,FULL,868,868,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:869,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,869,869,0,8,8,0,8,8,8,FULL:8,FULL,869,869,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:870,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,870,870,0,8,8,0,8,8,8,FULL:8,FULL,870,870,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:871,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,871,871,0,8,8,0,8,8,8,FULL:8,FULL,871,871,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:872,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,872,872,0,8,8,0,8,8,8,FULL:8,FULL,872,872,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:873,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,873,873,0,8,8,0,8,8,8,FULL:8,FULL,873,873,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:874,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,874,874,0,8,8,0,8,8,8,FULL:8,FULL,874,874,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:875,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,875,875,0,8,8,0,8,8,8,FULL:8,FULL,875,875,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:876,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,876,876,0,8,8,0,8,8,8,FULL:8,FULL,876,876,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:877,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,877,877,0,8,8,0,8,8,8,FULL:8,FULL,877,877,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:878,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,878,878,0,8,8,0,8,8,8,FULL:8,FULL,878,878,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:879,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,879,879,0,8,8,0,8,8,8,FULL:8,FULL,879,879,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:880,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,880,880,0,8,8,0,8,8,8,FULL:8,FULL,880,880,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:881,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,881,881,0,8,8,0,8,8,8,FULL:8,FULL,881,881,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:882,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,882,882,0,8,8,0,8,8,8,FULL:8,FULL,882,882,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:883,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,883,883,0,8,8,0,8,8,8,FULL:8,FULL,883,883,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:884,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,884,884,0,8,8,0,8,8,8,FULL:8,FULL,884,884,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:885,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,885,885,0,8,8,0,8,8,8,FULL:8,FULL,885,885,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:886,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,886,886,0,8,8,0,8,8,8,FULL:8,FULL,886,886,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:887,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,887,887,0,8,8,0,8,8,8,FULL:8,FULL,887,887,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:888,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,888,888,0,8,8,0,8,8,8,FULL:8,FULL,888,888,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:889,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,889,889,0,8,8,0,8,8,8,FULL:8,FULL,889,889,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:890,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,890,890,0,8,8,0,8,8,8,FULL:8,FULL,890,890,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:891,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,891,891,0,8,8,0,8,8,8,FULL:8,FULL,891,891,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:892,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,892,892,0,8,8,0,8,8,8,FULL:8,FULL,892,892,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:893,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,893,893,0,8,8,0,8,8,8,FULL:8,FULL,893,893,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:894,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,894,894,0,8,8,0,8,8,8,FULL:8,FULL,894,894,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:895,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,895,895,0,8,8,0,8,8,8,FULL:8,FULL,895,895,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:896,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,896,896,0,8,8,0,8,8,8,FULL:8,FULL,896,896,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:897,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,897,897,0,8,8,0,8,8,8,FULL:8,FULL,897,897,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:898,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,898,898,0,8,8,0,8,8,8,FULL:8,FULL,898,898,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:899,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,899,899,0,8,8,0,8,8,8,FULL:8,FULL,899,899,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:900,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,900,900,0,8,8,0,8,8,8,FULL:8,FULL,900,900,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:901,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,901,901,0,8,8,0,8,8,8,FULL:8,FULL,901,901,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:902,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,902,902,0,8,8,0,8,8,8,FULL:8,FULL,902,902,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:903,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,903,903,0,8,8,0,8,8,8,FULL:8,FULL,903,903,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:904,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,904,904,0,8,8,0,8,8,8,FULL:8,FULL,904,904,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:905,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,905,905,0,8,8,0,8,8,8,FULL:8,FULL,905,905,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:906,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,906,906,0,8,8,0,8,8,8,FULL:8,FULL,906,906,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:907,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,907,907,0,8,8,0,8,8,8,FULL:8,FULL,907,907,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:908,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,908,908,0,8,8,0,8,8,8,FULL:8,FULL,908,908,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:909,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,909,909,0,8,8,0,8,8,8,FULL:8,FULL,909,909,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:910,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,910,910,0,8,8,0,8,8,8,FULL:8,FULL,910,910,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:911,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,911,911,0,8,8,0,8,8,8,FULL:8,FULL,911,911,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:912,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,912,912,0,8,8,0,8,8,8,FULL:8,FULL,912,912,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:913,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,913,913,0,8,8,0,8,8,8,FULL:8,FULL,913,913,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:914,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,914,914,0,8,8,0,8,8,8,FULL:8,FULL,914,914,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:915,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,915,915,0,8,8,0,8,8,8,FULL:8,FULL,915,915,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:916,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,916,916,0,8,8,0,8,8,8,FULL:8,FULL,916,916,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:917,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,917,917,0,8,8,0,8,8,8,FULL:8,FULL,917,917,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:918,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,918,918,0,8,8,0,8,8,8,FULL:8,FULL,918,918,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:919,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,919,919,0,8,8,0,8,8,8,FULL:8,FULL,919,919,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:920,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,920,920,0,8,8,0,8,8,8,FULL:8,FULL,920,920,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:921,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,921,921,0,8,8,0,8,8,8,FULL:8,FULL,921,921,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:922,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,922,922,0,8,8,0,8,8,8,FULL:8,FULL,922,922,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:923,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,923,923,0,8,8,0,8,8,8,FULL:8,FULL,923,923,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:924,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,924,924,0,8,8,0,8,8,8,FULL:8,FULL,924,924,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:925,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,925,925,0,8,8,0,8,8,8,FULL:8,FULL,925,925,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:926,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,926,926,0,8,8,0,8,8,8,FULL:8,FULL,926,926,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:927,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,927,927,0,8,8,0,8,8,8,FULL:8,FULL,927,927,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:928,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,928,928,0,8,8,0,8,8,8,FULL:8,FULL,928,928,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:929,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,929,929,0,8,8,0,8,8,8,FULL:8,FULL,929,929,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:930,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,930,930,0,8,8,0,8,8,8,FULL:8,FULL,930,930,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:931,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,931,931,0,8,8,0,8,8,8,FULL:8,FULL,931,931,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:932,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,932,932,0,8,8,0,8,8,8,FULL:8,FULL,932,932,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:933,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,933,933,0,8,8,0,8,8,8,FULL:8,FULL,933,933,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:934,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,934,934,0,8,8,0,8,8,8,FULL:8,FULL,934,934,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:935,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,935,935,0,8,8,0,8,8,8,FULL:8,FULL,935,935,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:936,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,936,936,0,8,8,0,8,8,8,FULL:8,FULL,936,936,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:937,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,937,937,0,8,8,0,8,8,8,FULL:8,FULL,937,937,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:938,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,938,938,0,8,8,0,8,8,8,FULL:8,FULL,938,938,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:939,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,939,939,0,8,8,0,8,8,8,FULL:8,FULL,939,939,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:940,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,940,940,0,8,8,0,8,8,8,FULL:8,FULL,940,940,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:941,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,941,941,0,8,8,0,8,8,8,FULL:8,FULL,941,941,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:942,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,942,942,0,8,8,0,8,8,8,FULL:8,FULL,942,942,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:943,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,943,943,0,8,8,0,8,8,8,FULL:8,FULL,943,943,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:944,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,944,944,0,8,8,0,8,8,8,FULL:8,FULL,944,944,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:945,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,945,945,0,8,8,0,8,8,8,FULL:8,FULL,945,945,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:946,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,946,946,0,8,8,0,8,8,8,FULL:8,FULL,946,946,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:947,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,947,947,0,8,8,0,8,8,8,FULL:8,FULL,947,947,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:948,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,948,948,0,8,8,0,8,8,8,FULL:8,FULL,948,948,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:949,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,949,949,0,8,8,0,8,8,8,FULL:8,FULL,949,949,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:950,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,950,950,0,8,8,0,8,8,8,FULL:8,FULL,950,950,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:951,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,951,951,0,8,8,0,8,8,8,FULL:8,FULL,951,951,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:952,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,952,952,0,8,8,0,8,8,8,FULL:8,FULL,952,952,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:953,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,953,953,0,8,8,0,8,8,8,FULL:8,FULL,953,953,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:954,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,954,954,0,8,8,0,8,8,8,FULL:8,FULL,954,954,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:955,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,955,955,0,8,8,0,8,8,8,FULL:8,FULL,955,955,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:956,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,956,956,0,8,8,0,8,8,8,FULL:8,FULL,956,956,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
engine_dp:0:step:957,engine_core_dp_step,0,32000x1000_b16,pure_decode,tp4dp2moetp1ep8,957,957,0,8,8,0,8,8,8,FULL:8,FULL,957,957,0,8,8,0,8,8,8,FULL:8,FULL,0,0,0,0,0,0,0,1,1,1,1,1,1,1,False,False,True
