scenario,entry_index,workload,total_ms,registered_charge_ms,valid_charge_ms,missing_source_charge_ms,unknown_source_charge_ms,unapproved_source_charge_ms,reconciliation_delta_ms,missing_details,unknown_details,unapproved_details,status
K2.5-tp8ep8-8k2k,235,"{""decode_batch_size"":45,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":45}",26.834137016181117,26.834137016181117,26.834137016181117,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,236,"{""decode_batch_size"":44,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":44}",26.379460533175454,26.379460533175454,26.379460533175454,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,237,"{""decode_batch_size"":43,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":43}",25.92478405016979,25.92478405016979,25.92478405016979,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,238,"{""decode_batch_size"":42,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":42}",25.470107567164128,25.470107567164128,25.470107567164128,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,239,"{""decode_batch_size"":41,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":41}",25.015431084158465,25.015431084158465,25.015431084158465,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,240,"{""decode_batch_size"":40,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":40}",24.5607546011528,24.5607546011528,24.5607546011528,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,241,"{""decode_batch_size"":39,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":39}",24.06422234962303,24.06422234962303,24.06422234962303,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,242,"{""decode_batch_size"":38,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":38}",23.609545866617367,23.609545866617367,23.609545866617367,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,243,"{""decode_batch_size"":37,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":37}",23.154869383611704,23.154869383611704,23.154869383611704,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,244,"{""decode_batch_size"":36,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":36}",22.710008410782166,22.710008410782166,22.710008410782166,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,245,"{""decode_batch_size"":35,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":35}",22.272509070584714,22.272509070584714,22.272509070584714,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,246,"{""decode_batch_size"":34,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":34}",21.353733684018977,21.353733684018977,21.353733684018977,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,247,"{""decode_batch_size"":33,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":33}",20.928976354950294,20.928976354950294,20.928976354950294,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,248,"{""decode_batch_size"":32,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":32}",20.504219025881614,20.504219025881614,20.504219025881614,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,249,"{""decode_batch_size"":31,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":31}",20.081467087676366,20.081467087676366,20.081467087676366,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,250,"{""decode_batch_size"":30,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":30}",19.701654286244462,19.701654286244462,19.701654286244462,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,251,"{""decode_batch_size"":29,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":29}",19.32184148481256,19.32184148481256,19.32184148481256,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,252,"{""decode_batch_size"":28,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":28}",18.94202868338066,18.94202868338066,18.94202868338066,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,253,"{""decode_batch_size"":27,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":27}",18.56221588194876,18.56221588194876,18.56221588194876,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,254,"{""decode_batch_size"":26,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":26}",18.182403080516856,18.182403080516856,18.182403080516856,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,255,"{""decode_batch_size"":25,""decode_kv_len"":8704,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":25}",17.802590279084956,17.802590279084956,17.802590279084956,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,256,"{""decode_batch_size"":25,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":25}",18.15573326502323,18.15573326502323,18.15573326502323,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,257,"{""decode_batch_size"":25,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":25}",18.15573326502323,18.15573326502323,18.15573326502323,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,258,"{""decode_batch_size"":24,""decode_kv_len"":9216,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":24}",17.76125631528097,17.76125631528097,17.76125631528097,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,259,"{""decode_batch_size"":24,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":24}",18.099735152908888,18.099735152908888,18.099735152908888,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,260,"{""decode_batch_size"":24,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":24}",18.099735152908888,18.099735152908888,18.099735152908888,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,261,"{""decode_batch_size"":23,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":23}",17.64968501354096,17.64968501354096,17.64968501354096,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,262,"{""decode_batch_size"":23,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":23}",17.64968501354096,17.64968501354096,17.64968501354096,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,263,"{""decode_batch_size"":22,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":22}",17.24054391548835,17.24054391548835,17.24054391548835,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,264,"{""decode_batch_size"":22,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":22}",17.24054391548835,17.24054391548835,17.24054391548835,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,265,"{""decode_batch_size"":21,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":21}",16.831402817435738,16.831402817435738,16.831402817435738,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,266,"{""decode_batch_size"":21,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":21}",16.831402817435738,16.831402817435738,16.831402817435738,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,267,"{""decode_batch_size"":20,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":20}",16.42226171938313,16.42226171938313,16.42226171938313,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,268,"{""decode_batch_size"":20,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":20}",16.70208396376963,16.70208396376963,16.70208396376963,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,269,"{""decode_batch_size"":20,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":20}",16.42226171938313,16.42226171938313,16.42226171938313,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,270,"{""decode_batch_size"":19,""decode_kv_len"":9728,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":19}",16.01312062133052,16.01312062133052,16.01312062133052,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,271,"{""decode_batch_size"":19,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":19}",16.278278717406664,16.278278717406664,16.278278717406664,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,272,"{""decode_batch_size"":19,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":19}",16.278278717406664,16.278278717406664,16.278278717406664,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,273,"{""decode_batch_size"":18,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":18}",15.810927400810709,15.810927400810709,15.810927400810709,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,274,"{""decode_batch_size"":18,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":18}",15.810927400810709,15.810927400810709,15.810927400810709,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,275,"{""decode_batch_size"":17,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":1,""prefill_tokens"":0,""total_tokens"":17}",15.234710908632287,15.234710908632287,15.234710908632287,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,276,"{""decode_batch_size"":17,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":17}",15.234710908632287,15.234710908632287,15.234710908632287,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,277,"{""decode_batch_size"":16,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":16}",14.658494416453866,14.658494416453866,14.658494416453866,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,278,"{""decode_batch_size"":15,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":15}",14.062436508429606,14.062436508429606,14.062436508429606,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,279,"{""decode_batch_size"":14,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":14}",13.504237617360243,13.504237617360243,13.504237617360243,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,280,"{""decode_batch_size"":13,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":13}",12.946038726290878,12.946038726290878,12.946038726290878,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,281,"{""decode_batch_size"":12,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":12}",12.387839835221516,12.387839835221516,12.387839835221516,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,282,"{""decode_batch_size"":11,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":11}",11.829640944152153,11.829640944152153,11.829640944152153,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,283,"{""decode_batch_size"":10,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":10}",11.271442053082788,11.271442053082788,11.271442053082788,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,284,"{""decode_batch_size"":9,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":9}",10.729567372608766,10.729567372608766,10.729567372608766,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,285,"{""decode_batch_size"":8,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":8}",10.285637955706779,10.285637955706779,10.285637955706779,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,286,"{""decode_batch_size"":7,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":7}",10.069756180171243,10.069756180171243,10.069756180171243,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,287,"{""decode_batch_size"":6,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":6}",9.853874404635707,9.853874404635707,9.853874404635707,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,288,"{""decode_batch_size"":5,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":5}",9.637992629100172,9.637992629100172,9.637992629100172,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,289,"{""decode_batch_size"":4,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":4}",9.420666362565653,9.420666362565653,9.420666362565653,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,290,"{""decode_batch_size"":3,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":3}",8.768014678050733,8.768014678050733,8.768014678050733,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,291,"{""decode_batch_size"":2,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":2}",8.117393088993843,8.117393088993843,8.117393088993843,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-8k2k,292,"{""decode_batch_size"":1,""decode_kv_len"":10240,""prefill_batch_size"":0,""prefill_seq_len"":8000,""prefill_tokens"":0,""total_tokens"":1}",8.516153395039762,8.516153395039762,8.516153395039762,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,0,"{""decode_batch_size"":0,""decode_kv_len"":0,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":32000,""total_tokens"":32000}",756.4736386274578,756.4736386274578,756.4736386274578,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,1,"{""decode_batch_size"":1,""decode_kv_len"":32256,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":31999,""total_tokens"":32000}",2409.605224609375,2409.605224609375,2409.605224609375,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,2,"{""decode_batch_size"":1,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31999,""total_tokens"":32000}",2409.605224609375,2409.605224609375,2409.605224609375,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,3,"{""decode_batch_size"":2,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31998,""total_tokens"":32000}",2409.332275390625,2409.332275390625,2409.332275390625,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,4,"{""decode_batch_size"":3,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31997,""total_tokens"":32000}",2410.71875,2410.71875,2410.71875,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,5,"{""decode_batch_size"":4,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31996,""total_tokens"":32000}",2413.18212890625,2413.18212890625,2413.18212890625,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,6,"{""decode_batch_size"":5,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31995,""total_tokens"":32000}",2417.630615234375,2417.630615234375,2417.630615234375,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,7,"{""decode_batch_size"":6,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31994,""total_tokens"":32000}",2419.102294921875,2419.102294921875,2419.102294921875,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,8,"{""decode_batch_size"":7,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31993,""total_tokens"":32000}",2417.4208984375,2417.4208984375,2417.4208984375,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,9,"{""decode_batch_size"":8,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31992,""total_tokens"":32000}",2418.0322265625,2418.0322265625,2418.0322265625,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,10,"{""decode_batch_size"":9,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31991,""total_tokens"":32000}",2419.569091796875,2419.569091796875,2419.569091796875,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,11,"{""decode_batch_size"":10,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31990,""total_tokens"":32000}",2427.190185546875,2427.190185546875,2427.190185546875,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,12,"{""decode_batch_size"":11,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31989,""total_tokens"":32000}",2427.014282226562,2427.014282226562,2427.014282226562,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,13,"{""decode_batch_size"":12,""decode_kv_len"":32256,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31988,""total_tokens"":32000}",2435.197265625,2435.197265625,2435.197265625,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,14,"{""decode_batch_size"":13,""decode_kv_len"":32256,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":79,""total_tokens"":92}",37.97245003609,37.97245003609,37.97245003609,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,15,"{""decode_batch_size"":14,""decode_kv_len"":32256,""prefill_batch_size"":0,""prefill_seq_len"":32000,""prefill_tokens"":0,""total_tokens"":14}",21.454228908366062,21.454228908366062,21.454228908366062,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,16,"{""decode_batch_size"":14,""decode_kv_len"":32768,""prefill_batch_size"":0,""prefill_seq_len"":32000,""prefill_tokens"":0,""total_tokens"":14}",21.638900931243963,21.638900931243963,21.638900931243963,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,17,"{""decode_batch_size"":14,""decode_kv_len"":33280,""prefill_batch_size"":0,""prefill_seq_len"":32000,""prefill_tokens"":0,""total_tokens"":14}",21.828562638041742,21.828562638041742,21.828562638041742,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,18,"{""decode_batch_size"":13,""decode_kv_len"":33280,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":31987,""total_tokens"":32000}",2425.350708007812,2425.350708007812,2425.350708007812,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,19,"{""decode_batch_size"":13,""decode_kv_len"":33280,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":13,""total_tokens"":26}",25.138463973999,25.138463973999,25.138463973999,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,20,"{""decode_batch_size"":13,""decode_kv_len"":33280,""prefill_batch_size"":0,""prefill_seq_len"":32000,""prefill_tokens"":0,""total_tokens"":13}",20.63748957278969,20.63748957278969,20.63748957278969,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,21,"{""decode_batch_size"":13,""decode_kv_len"":33792,""prefill_batch_size"":0,""prefill_seq_len"":32000,""prefill_tokens"":0,""total_tokens"":13}",20.813003091763875,20.813003091763875,20.813003091763875,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,22,"{""decode_batch_size"":13,""decode_kv_len"":34304,""prefill_batch_size"":0,""prefill_seq_len"":32000,""prefill_tokens"":0,""total_tokens"":13}",20.98851661073806,20.98851661073806,20.98851661073806,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,23,"{""decode_batch_size"":13,""decode_kv_len"":34816,""prefill_batch_size"":0,""prefill_seq_len"":32000,""prefill_tokens"":0,""total_tokens"":13}",21.164030129712245,21.164030129712245,21.164030129712245,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,24,"{""decode_batch_size"":13,""decode_kv_len"":35328,""prefill_batch_size"":0,""prefill_seq_len"":32000,""prefill_tokens"":0,""total_tokens"":13}",21.33954364868643,21.33954364868643,21.33954364868643,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,25,"{""decode_batch_size"":12,""decode_kv_len"":35328,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":31988,""total_tokens"":32000}",2435.197265625,2435.197265625,2435.197265625,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,26,"{""decode_batch_size"":12,""decode_kv_len"":35328,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":77,""total_tokens"":89}",37.96966003747562,37.96966003747562,37.96966003747562,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,27,"{""decode_batch_size"":12,""decode_kv_len"":34816,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":31988,""total_tokens"":32000}",2435.197265625,2435.197265625,2435.197265625,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,28,"{""decode_batch_size"":11,""decode_kv_len"":34816,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31989,""total_tokens"":32000}",2427.014282226562,2427.014282226562,2427.014282226562,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,29,"{""decode_batch_size"":11,""decode_kv_len"":34304,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31989,""total_tokens"":32000}",2427.014282226562,2427.014282226562,2427.014282226562,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,30,"{""decode_batch_size"":11,""decode_kv_len"":33792,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31989,""total_tokens"":32000}",2427.014282226562,2427.014282226562,2427.014282226562,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,31,"{""decode_batch_size"":11,""decode_kv_len"":33280,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31989,""total_tokens"":32000}",2427.014282226562,2427.014282226562,2427.014282226562,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,32,"{""decode_batch_size"":11,""decode_kv_len"":32768,""prefill_batch_size"":2,""prefill_seq_len"":32000,""prefill_tokens"":31989,""total_tokens"":32000}",2427.014282226562,2427.014282226562,2427.014282226562,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,33,"{""decode_batch_size"":13,""decode_kv_len"":32256,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":1072,""total_tokens"":1085}",148.0849399886097,148.0849399886097,148.0849399886097,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,34,"{""decode_batch_size"":12,""decode_kv_len"":34304,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":31988,""total_tokens"":32000}",2435.197265625,2435.197265625,2435.197265625,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,35,"{""decode_batch_size"":12,""decode_kv_len"":34304,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":72,""total_tokens"":84}",37.36729648138391,37.36729648138391,37.36729648138391,0.0,0.0,0.0,0.0,[],[],[],PASS
K2.5-tp8ep8-32k3k,36,"{""decode_batch_size"":12,""decode_kv_len"":34816,""prefill_batch_size"":1,""prefill_seq_len"":32000,""prefill_tokens"":869,""total_tokens"":881}",78.50357866753149,78.50357866753149,78.50357866753149,0.0,0.0,0.0,0.0,[],[],[],PASS
