-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
void vllm::moe::grouped_topk_fused_small_expert_coun...         0.00%       0.000us         0.00%       0.000us       0.000us       9.800ms         0.79%       9.800ms       4.552us          2153
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.760ms         0.79%       9.760ms       4.533us          2153
triton_red_fused__to_copy_add_mean_min_latency_fused...         0.00%       0.000us         0.00%       0.000us       0.000us       8.445ms         0.68%       8.445ms       3.989us          2117
                     nvjet_tst_64x56_64x14_2x1_v_bz_NNT         0.00%       0.000us         0.00%       0.000us       0.000us       8.186ms         0.66%       8.186ms       3.743us          2187
                     nvjet_tst_64x24_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       8.097ms         0.65%       8.097ms       3.701us          2188
                                            aten::copy_         0.28%       3.519ms         0.80%       9.904ms      10.106us       8.083ms         0.65%       8.085ms       8.250us           980
void vllm::moe::moe_align_block_size_kernel<int>(int...         0.00%       0.000us         0.00%       0.000us       0.000us       7.586ms         0.61%       7.586ms       3.523us          2153
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_seq...         0.00%       0.000us         0.00%       0.000us       0.000us       5.994ms         0.48%       5.994ms       2.784us          2153
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       5.718ms         0.46%       5.718ms      20.420us           280
                     nvjet_tst_320x64_64x4_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       5.428ms         0.44%       5.428ms     150.786us            36
                                               aten::mm         0.12%       1.483ms         0.14%       1.704ms      48.691us       5.275ms         0.43%       5.275ms     150.725us            35
void vllm::concat_and_cache_mla_kernel<__nv_bfloat16...         0.00%       0.000us         0.00%       0.000us       0.000us       4.427ms         0.36%       4.427ms       2.024us          2187
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us       4.320ms         0.35%       4.320ms       2.008us          2152
                                     triton_red_fused_4         0.00%       0.000us         0.00%       0.000us       0.000us       4.207ms         0.34%       4.207ms       1.955us          2152
                                     triton_poi_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us       3.624ms         0.29%       3.624ms       1.684us          2152
void vllm::moe::count_and_sort_expert_tokens_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us       3.410ms         0.28%       3.410ms       1.584us          2153
                  triton_poi_fused_add_all_gather_mul_1         0.00%       0.000us         0.00%       0.000us       0.000us       3.297ms         0.27%       3.297ms       1.531us          2153
                      triton_poi_fused_mul_silu_slice_0         0.00%       0.000us         0.00%       0.000us       0.000us       3.089ms         0.25%       3.089ms       1.435us          2153
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us       2.872ms         0.23%       2.872ms      41.028us            70
                                     record_param_comms         0.16%       2.021ms         0.22%       2.660ms      76.002us       2.423ms         0.20%       2.423ms      69.215us            35
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us       2.423ms         0.20%       2.423ms      69.215us            35
                     nvjet_tst_80x64_64x11_4x1_v_bz_TNN         0.00%       0.000us         0.00%       0.000us       0.000us       1.267ms         0.10%       1.267ms      36.196us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     911.715us         0.07%     911.715us      25.325us            36
                               _C_custom_ar::all_reduce         0.02%     239.629us         0.06%     753.662us      21.533us     898.851us         0.07%     898.851us      25.681us            35
                                           aten::argmax         0.05%     598.212us         0.08%       1.007ms      28.758us     841.543us         0.07%     841.543us      24.044us            35
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     829.054us         0.07%     829.054us      23.029us            36
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     812.295us         0.07%     812.295us      22.564us            36
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     279.781us         0.02%     279.781us       1.332us           210
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     271.332us         0.02%     271.332us       1.897us           143
                                  cudaStreamIsCapturing         0.01%     129.252us         0.01%     129.252us       0.528us     190.593us         0.02%     190.593us       0.778us           245
                                            aten::index         0.12%       1.481ms         0.42%       5.129ms      73.278us     161.508us         0.01%     235.010us       3.357us            70
                                       cuLaunchKernelEx         0.05%     581.816us         0.05%     581.816us       5.541us     157.279us         0.01%     157.279us       1.498us           105
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_sli...         0.00%       0.000us         0.00%       0.000us       0.000us     155.744us         0.01%     155.744us       4.326us            36
triton_red_fused__to_copy_add_mean_min_latency_fused...         0.00%       0.000us         0.00%       0.000us       0.000us     145.952us         0.01%     145.952us       4.170us            35
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us     141.954us         0.01%     141.954us       1.999us            71
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     134.434us         0.01%     134.434us       3.734us            36
                    cudaThreadExchangeStreamCaptureMode         0.00%      22.956us         0.00%      22.956us       0.198us     131.936us         0.01%     131.936us       1.137us           116
                                            aten::fill_         0.07%     871.668us         0.14%       1.780ms       4.239us     122.712us         0.01%     122.712us       0.292us           420
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     111.003us         0.01%     111.003us       3.172us            35
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     109.214us         0.01%     109.214us       3.034us            36
                                     aten::masked_fill_         0.02%     278.247us         0.04%     506.488us      14.471us     107.650us         0.01%     107.650us       3.076us            35
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     107.650us         0.01%     107.650us       3.076us            35
                                 aten::_index_put_impl_         0.05%     575.359us         0.16%       2.027ms      57.904us     105.918us         0.01%     240.161us       6.862us            35
triton_red_fused__to_copy_add_clone_mean_min_latency...         0.00%       0.000us         0.00%       0.000us       0.000us     103.324us         0.01%     103.324us       2.952us            35
                                              aten::add         0.05%     628.472us         0.07%     890.447us       8.480us     101.594us         0.01%     101.594us       0.968us           105
     triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0         0.00%       0.000us         0.00%       0.000us       0.000us      98.818us         0.01%      98.818us       2.823us            35
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      89.859us         0.01%      89.859us       2.567us            35
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      83.579us         0.01%      83.579us       1.194us            70
                    _vllm_fa3_C::get_scheduler_metadata         0.03%     402.178us         0.10%       1.244ms      35.530us      71.324us         0.01%      71.324us       2.038us            35
void flash::prepare_varlen_num_blocks_kernel<2, fals...         0.00%       0.000us         0.00%       0.000us       0.000us      71.324us         0.01%      71.324us       2.038us            35
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us      70.722us         0.01%      70.722us       2.021us            35
                                     triton_red_fused_2         0.00%       0.000us         0.00%       0.000us       0.000us      69.374us         0.01%      69.374us       1.982us            35
                                           aten::gather         0.04%     463.337us         0.06%     714.813us      20.423us      68.320us         0.01%      68.320us       1.952us            35
                                     triton_poi_fused_1         0.00%       0.000us         0.00%       0.000us       0.000us      57.727us         0.00%      57.727us       1.649us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      56.478us         0.00%      56.478us       1.569us            36
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      55.424us         0.00%      55.424us       1.540us            36
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      52.445us         0.00%      52.445us       1.498us            35
                      triton_poi_fused_mul_silu_slice_1         0.00%       0.000us         0.00%       0.000us       0.000us      50.816us         0.00%      50.816us       1.452us            35
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      49.149us         0.00%      49.149us       1.404us            35
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.05%     607.592us         0.07%     864.658us      24.705us      44.123us         0.00%      44.123us       1.261us            35
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%       0.000us         0.00%       0.000us       0.000us      44.123us         0.00%      44.123us       1.261us            35
## Call CompiledFxGraph fjikc4pwyjcqqebmne5wol4kzyyo...         0.00%       0.000us         0.00%       0.000us       0.000us      44.123us         0.00%      44.123us       1.261us            35
                                              aten::sub         0.04%     435.529us         0.05%     592.476us       8.464us      40.508us         0.00%      40.508us       0.579us            70
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      40.508us         0.00%      40.508us       1.157us            35
                               cudaEventRecordWithFlags         0.01%     100.295us         0.01%     100.295us       0.955us      39.744us         0.00%      39.744us       0.379us           105
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      39.133us         0.00%      39.133us       1.118us            35
                                        cudaEventRecord         0.02%     188.504us         0.02%     188.504us       0.898us       9.375us         0.00%       9.375us       0.045us           210
                                    cudaStreamWaitEvent         0.01%     143.267us         0.01%     143.267us       1.023us       4.352us         0.00%       4.352us       0.031us           140
                                   cudaEventSynchronize         0.02%     198.503us         0.02%     198.503us       5.672us       4.129us         0.00%       4.129us       0.118us            35
                                   cudaDriverGetVersion         0.00%       2.716us         0.00%       2.716us       0.078us       3.840us         0.00%       3.840us       0.110us            35
                                         cudaEventQuery         0.03%     352.928us         0.03%     352.928us       1.792us       2.272us         0.00%       2.272us       0.012us           197
                                Activity Buffer Request         0.42%       5.179ms         0.42%       5.179ms       1.726ms       2.144us         0.00%       2.144us       0.715us             3
                                          ProfilerStep*        80.53%     994.800ms        97.27%        1.202s      34.331ms       0.000us         0.00%      18.890ms     539.719us            35
                 execute_context_0(0)_generation_56(56)         4.83%      59.609ms        16.25%     200.720ms       5.735ms       0.000us         0.00%      16.390ms     468.299us            35
                                            aten::slice         0.29%       3.552ms         0.35%       4.368ms       2.269us       0.000us         0.00%       0.000us       0.000us          1925
                                       aten::as_strided         0.11%       1.396ms         0.11%       1.396ms       0.475us       0.000us         0.00%       0.000us       0.000us          2940
                                        cudaMemcpyAsync         0.29%       3.574ms         0.29%       3.574ms       6.807us       0.000us         0.00%       0.000us       0.000us           525
                                       aten::lift_fresh         0.00%      42.419us         0.00%      42.419us       0.135us       0.000us         0.00%       0.000us       0.000us           315
                                          aten::flatten         0.01%      84.673us         0.01%     177.318us       5.066us       0.000us         0.00%       0.000us       0.000us            35
                                             aten::view         0.03%     354.682us         0.03%     354.682us       1.267us       0.000us         0.00%       0.000us       0.000us           280
                                     aten::index_select         0.04%     540.989us         0.14%       1.695ms      24.210us       0.000us         0.00%      68.320us       0.976us            70
                                           aten::detach         0.01%     123.628us         0.01%     123.628us       1.766us       0.000us         0.00%       0.000us       0.000us            70
                                               aten::to         0.05%     635.602us         0.65%       7.990ms      16.306us       0.000us         0.00%       1.340ms       2.735us           490
                                     aten::resolve_conj         0.00%      22.408us         0.00%      22.408us       0.320us       0.000us         0.00%       0.000us       0.000us            70
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
Self CPU time total: 1.235s
Self CUDA time total: 1.240s
