-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
void vllm::moe::grouped_topk_fused_small_expert_coun...         0.00%       0.000us         0.00%       0.000us       0.000us       9.635ms         0.79%       9.635ms       4.475us          2153
triton_red_fused__to_copy_add_mean_min_latency_fused...         0.00%       0.000us         0.00%       0.000us       0.000us       8.458ms         0.70%       8.458ms       3.995us          2117
                     nvjet_tst_64x16_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       8.300ms         0.68%       8.300ms       3.795us          2187
                     nvjet_tst_64x40_64x16_2x1_v_bz_NNT         0.00%       0.000us         0.00%       0.000us       0.000us       8.141ms         0.67%       8.141ms       3.722us          2187
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us       7.505ms         0.62%       7.505ms       3.486us          2153
void vllm::moe::moe_align_block_size_kernel<int>(int...         0.00%       0.000us         0.00%       0.000us       0.000us       7.499ms         0.62%       7.499ms       3.483us          2153
                                            aten::copy_         0.28%       3.423ms         0.67%       8.151ms       8.317us       6.144ms         0.51%       6.144ms       6.269us           980
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_seq...         0.00%       0.000us         0.00%       0.000us       0.000us       5.977ms         0.49%       5.977ms       2.778us          2152
                     nvjet_tst_192x40_64x7_4x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       5.208ms         0.43%       5.208ms     144.675us            36
                                               aten::mm         0.13%       1.582ms         0.15%       1.795ms      51.272us       5.065ms         0.42%       5.065ms     144.701us            35
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       4.424ms         0.36%       4.424ms      15.802us           280
void vllm::concat_and_cache_mla_kernel<__nv_bfloat16...         0.00%       0.000us         0.00%       0.000us       0.000us       4.246ms         0.35%       4.246ms       1.942us          2187
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us       4.204ms         0.35%       4.204ms       1.954us          2152
                                     triton_red_fused_4         0.00%       0.000us         0.00%       0.000us       0.000us       4.192ms         0.35%       4.192ms       1.948us          2152
                                     triton_poi_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us       3.555ms         0.29%       3.555ms       1.652us          2152
void vllm::moe::count_and_sort_expert_tokens_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us       3.219ms         0.27%       3.219ms       1.495us          2153
                  triton_poi_fused_add_all_gather_mul_1         0.00%       0.000us         0.00%       0.000us       0.000us       3.215ms         0.27%       3.215ms       1.493us          2153
                      triton_poi_fused_mul_silu_slice_0         0.00%       0.000us         0.00%       0.000us       0.000us       3.104ms         0.26%       3.104ms       1.442us          2152
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us       2.405ms         0.20%       2.405ms      34.351us            70
                                     record_param_comms         0.17%       2.016ms         0.22%       2.642ms      75.491us       2.097ms         0.17%       2.097ms      59.907us            35
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us       2.097ms         0.17%       2.097ms      59.907us            35
              nvjet_tst_192x40_64x7_4x1_v_bz_splitK_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       1.349ms         0.11%       1.349ms      38.548us            35
                                           aten::argmax         0.05%     571.881us         0.08%       1.001ms      28.606us     691.856us         0.06%     691.856us      19.767us            35
                               _C_custom_ar::all_reduce         0.02%     226.890us         0.06%     760.591us      21.731us     668.455us         0.06%     668.455us      19.099us            35
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     651.307us         0.05%     651.307us      18.092us            36
void vllm::cross_device_reduce_1stage<__nv_bfloat16,...         0.00%       0.000us         0.00%       0.000us       0.000us     614.821us         0.05%     614.821us      17.566us            35
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     547.303us         0.05%     547.303us      15.203us            36
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     542.465us         0.04%     542.465us      15.068us            36
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     264.931us         0.02%     264.931us       1.262us           210
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     257.254us         0.02%     257.254us       1.799us           143
                                            aten::fill_         0.11%       1.272ms         0.26%       3.116ms       6.848us     232.511us         0.02%     232.511us       0.511us           455
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_sli...         0.00%       0.000us         0.00%       0.000us       0.000us     179.073us         0.01%     179.073us       4.974us            36
                                            aten::index         0.11%       1.359ms         0.27%       3.301ms      47.156us     163.806us         0.01%     240.862us       3.441us            70
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     150.398us         0.01%     150.398us       4.178us            36
triton_red_fused__to_copy_add_mean_min_latency_fused...         0.00%       0.000us         0.00%       0.000us       0.000us     142.881us         0.01%     142.881us       4.082us            35
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us     140.988us         0.01%     140.988us       1.986us            71
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     124.673us         0.01%     124.673us       1.187us           105
                                        cudaEventRecord         0.02%     193.227us         0.02%     193.227us       0.920us     117.761us         0.01%     117.761us       0.561us           210
                                     aten::masked_fill_         0.02%     273.254us         0.04%     492.687us      14.077us     109.983us         0.01%     109.983us       3.142us            35
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     109.983us         0.01%     109.983us       3.142us            35
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     102.882us         0.01%     102.882us       2.939us            35
                                              aten::add         0.05%     609.802us         0.07%     878.200us       8.364us     102.560us         0.01%     102.560us       0.977us           105
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     102.308us         0.01%     102.308us       2.842us            36
                                 aten::_index_put_impl_         0.05%     634.352us         0.16%       1.889ms      53.976us      99.748us         0.01%     219.399us       6.269us            35
     triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0         0.00%       0.000us         0.00%       0.000us       0.000us      98.690us         0.01%      98.690us       2.820us            35
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      93.761us         0.01%      93.761us       2.679us            35
triton_red_fused__to_copy_add_clone_mean_min_latency...         0.00%       0.000us         0.00%       0.000us       0.000us      87.107us         0.01%      87.107us       2.489us            35
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      72.702us         0.01%      72.702us       1.039us            70
                    _vllm_fa3_C::get_scheduler_metadata         0.03%     338.479us         0.07%     808.313us      23.095us      69.218us         0.01%      69.218us       1.978us            35
void flash::prepare_varlen_num_blocks_kernel<2, fals...         0.00%       0.000us         0.00%       0.000us       0.000us      69.218us         0.01%      69.218us       1.978us            35
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us      68.929us         0.01%      68.929us       1.969us            35
                                           aten::gather         0.04%     443.289us         0.06%     677.811us      19.366us      68.927us         0.01%      68.927us       1.969us            35
                                     triton_red_fused_2         0.00%       0.000us         0.00%       0.000us       0.000us      67.165us         0.01%      67.165us       1.919us            35
                                     triton_poi_fused_1         0.00%       0.000us         0.00%       0.000us       0.000us      59.075us         0.00%      59.075us       1.688us            35
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      58.661us         0.00%      58.661us       1.629us            36
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      54.913us         0.00%      54.913us       1.569us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      52.481us         0.00%      52.481us       1.458us            36
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.05%     621.433us         0.07%     878.618us      25.103us      49.248us         0.00%      49.248us       1.407us            35
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%       0.000us         0.00%       0.000us       0.000us      49.248us         0.00%      49.248us       1.407us            35
## Call CompiledFxGraph fyjfar6iid5i7ocjv2yg2qxco47m...         0.00%       0.000us         0.00%       0.000us       0.000us      49.248us         0.00%      49.248us       1.407us            35
                      triton_poi_fused_mul_silu_slice_1         0.00%       0.000us         0.00%       0.000us       0.000us      48.797us         0.00%      48.797us       1.394us            35
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      47.647us         0.00%      47.647us       1.361us            35
                                              aten::sub         0.04%     482.087us         0.05%     660.905us       9.442us      40.192us         0.00%      40.192us       0.574us            70
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      40.192us         0.00%      40.192us       1.148us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      35.136us         0.00%      35.136us       1.004us            35
                                  cudaStreamIsCapturing         0.01%     131.852us         0.01%     131.852us       0.538us      26.145us         0.00%      26.145us       0.107us           245
                                        cudaGraphLaunch         7.86%      95.082ms         8.32%     100.616ms       2.875ms      24.960us         0.00%      47.553us       1.359us            35
                                   cudaEventSynchronize         0.01%     173.421us         0.01%     173.421us       4.955us      23.649us         0.00%      23.649us       0.676us            35
                                         cudaEventQuery         0.03%     371.408us         0.03%     373.570us       1.966us      21.601us         0.00%      21.601us       0.114us           190
                                    cudaStreamWaitEvent         0.01%     146.460us         0.01%     146.460us       1.046us      19.328us         0.00%      19.328us       0.138us           140
                                   cudaDriverGetVersion         0.00%       2.780us         0.00%       2.780us       0.079us      16.064us         0.00%      16.064us       0.459us            35
                    cudaThreadExchangeStreamCaptureMode         0.00%      24.817us         0.00%      24.817us       0.239us       8.288us         0.00%       8.288us       0.080us           104
                               cudaEventRecordWithFlags         0.01%      97.975us         0.01%      97.975us       0.933us       8.000us         0.00%       8.000us       0.076us           105
                                           Buffer Flush         0.03%     346.877us         0.03%     359.228us      89.807us       1.792us         0.00%       1.792us       0.448us             4
                                          ProfilerStep*        79.99%     967.393ms        97.27%        1.176s      33.611ms       0.000us         0.00%      15.869ms     453.413us            35
                 execute_context_0(0)_generation_36(36)         4.79%      57.921ms        16.81%     203.266ms       5.808ms       0.000us         0.00%      14.082ms     402.346us            35
                                            aten::slice         0.31%       3.807ms         0.38%       4.652ms       2.373us       0.000us         0.00%       0.000us       0.000us          1960
                                       aten::as_strided         0.12%       1.432ms         0.12%       1.432ms       0.481us       0.000us         0.00%       0.000us       0.000us          2975
                                        cudaMemcpyAsync         0.31%       3.771ms         0.31%       3.771ms       7.182us       0.000us         0.00%       0.000us       0.000us           525
                                       aten::lift_fresh         0.00%      49.608us         0.00%      49.608us       0.157us       0.000us         0.00%       0.000us       0.000us           315
                                          aten::flatten         0.01%      84.226us         0.01%     170.887us       4.882us       0.000us         0.00%       0.000us       0.000us            35
                                             aten::view         0.03%     324.802us         0.03%     324.802us       1.160us       0.000us         0.00%       0.000us       0.000us           280
                                     aten::index_select         0.04%     531.232us         0.14%       1.659ms      23.703us       0.000us         0.00%      68.927us       0.985us            70
                                           aten::detach         0.01%     121.883us         0.01%     121.883us       1.741us       0.000us         0.00%       0.000us       0.000us            70
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
Self CPU time total: 1.209s
Self CUDA time total: 1.213s
