-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
void vllm::moe::grouped_topk_fused_small_expert_coun...         0.00%       0.000us         0.00%       0.000us       0.000us       9.845ms         0.72%       9.845ms       4.573us          2153
void at::native::vectorized_elementwise_kernel<8, at...         0.00%       0.000us         0.00%       0.000us       0.000us       9.811ms         0.71%       9.811ms       4.557us          2153
triton_red_fused__to_copy_add_mean_min_latency_fused...         0.00%       0.000us         0.00%       0.000us       0.000us       8.503ms         0.62%       8.503ms       4.014us          2118
                     nvjet_tst_64x24_64x16_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       8.329ms         0.61%       8.329ms       3.807us          2188
                     nvjet_tst_64x56_64x14_2x1_v_bz_NNT         0.00%       0.000us         0.00%       0.000us       0.000us       8.229ms         0.60%       8.229ms       3.761us          2188
void vllm::moe::moe_align_block_size_kernel<int>(int...         0.00%       0.000us         0.00%       0.000us       0.000us       7.505ms         0.55%       7.505ms       3.486us          2153
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_seq...         0.00%       0.000us         0.00%       0.000us       0.000us       6.010ms         0.44%       6.010ms       2.792us          2153
                                            aten::copy_         0.22%       3.054ms         0.54%       7.420ms       7.571us       5.830ms         0.42%       5.830ms       5.949us           980
                     nvjet_tst_320x64_64x4_2x1_v_bz_TNT         0.00%       0.000us         0.00%       0.000us       0.000us       5.372ms         0.39%       5.372ms     149.213us            36
                                               aten::mm         0.11%       1.573ms         0.13%       1.772ms      50.638us       5.222ms         0.38%       5.222ms     149.205us            35
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us       4.365ms         0.32%       4.365ms       2.028us          2153
void vllm::concat_and_cache_mla_kernel<__nv_bfloat16...         0.00%       0.000us         0.00%       0.000us       0.000us       4.326ms         0.32%       4.326ms       1.977us          2188
                                     triton_red_fused_4         0.00%       0.000us         0.00%       0.000us       0.000us       4.241ms         0.31%       4.241ms       1.970us          2153
                         Memcpy HtoD (Pinned -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us       3.655ms         0.27%       3.655ms      13.053us           280
                                     triton_poi_fused_3         0.00%       0.000us         0.00%       0.000us       0.000us       3.610ms         0.26%       3.610ms       1.677us          2153
                  triton_poi_fused_add_all_gather_mul_1         0.00%       0.000us         0.00%       0.000us       0.000us       3.280ms         0.24%       3.280ms       1.523us          2154
void vllm::moe::count_and_sort_expert_tokens_kernel<...         0.00%       0.000us         0.00%       0.000us       0.000us       3.232ms         0.24%       3.232ms       1.501us          2153
                      triton_poi_fused_mul_silu_slice_0         0.00%       0.000us         0.00%       0.000us       0.000us       3.114ms         0.23%       3.114ms       1.446us          2153
                                          ProfilerStep*         0.00%       0.000us         0.00%       0.000us       0.000us       2.688ms         0.20%       2.688ms      38.404us            70
                                     record_param_comms         0.14%       1.925ms         0.18%       2.517ms      71.917us       2.333ms         0.17%       2.333ms      66.653us            35
                                  nccl:_all_gather_base         0.00%       0.000us         0.00%       0.000us       0.000us       2.333ms         0.17%       2.333ms      66.653us            35
                     nvjet_tst_80x64_64x11_4x1_v_bz_TNN         0.00%       0.000us         0.00%       0.000us       0.000us       1.228ms         0.09%       1.228ms      35.094us            35
                               _C_custom_ar::all_reduce         0.02%     209.207us         0.05%     697.971us      19.942us       1.012ms         0.07%       1.012ms      28.919us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     814.082us         0.06%     814.082us      22.613us            36
                                           aten::argmax         0.04%     520.646us         0.07%     903.642us      25.818us     811.296us         0.06%     811.296us      23.180us            35
void at::native::reduce_kernel<512, 1, at::native::R...         0.00%       0.000us         0.00%       0.000us       0.000us     780.034us         0.06%     780.034us      21.668us            36
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     770.849us         0.06%     770.849us      21.412us            36
                         Memcpy DtoD (Device -> Device)         0.00%       0.000us         0.00%       0.000us       0.000us     270.169us         0.02%     270.169us       1.287us           210
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us     262.021us         0.02%     262.021us       1.832us           143
                                            aten::fill_         0.08%       1.141ms         0.21%       2.845ms       6.252us     231.071us         0.02%     231.071us       0.508us           455
                                            aten::index         0.10%       1.322ms         0.23%       3.097ms      44.236us     165.888us         0.01%     235.010us       3.357us            70
triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_sli...         0.00%       0.000us         0.00%       0.000us       0.000us     157.924us         0.01%     157.924us       4.387us            36
                                           Buffer Flush         0.03%     352.510us         0.03%     358.858us      89.714us     150.016us         0.01%     150.016us      37.504us             4
triton_red_fused__to_copy_add_mean_min_latency_fused...         0.00%       0.000us         0.00%       0.000us       0.000us     147.007us         0.01%     147.007us       4.200us            35
void at::native::vectorized_gather_kernel<16, long>(...         0.00%       0.000us         0.00%       0.000us       0.000us     146.845us         0.01%     146.845us       2.068us            71
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     125.088us         0.01%     125.088us       1.191us           105
                         Memcpy DtoH (Device -> Pinned)         0.00%       0.000us         0.00%       0.000us       0.000us     118.465us         0.01%     118.465us       3.291us            36
                                     aten::masked_fill_         0.02%     249.057us         0.03%     455.631us      13.018us     110.620us         0.01%     110.620us       3.161us            35
void at::native::elementwise_kernel<128, 4, at::nati...         0.00%       0.000us         0.00%       0.000us       0.000us     110.620us         0.01%     110.620us       3.161us            35
                           _compute_slot_mapping_kernel         0.00%       0.000us         0.00%       0.000us       0.000us     110.238us         0.01%     110.238us       3.150us            35
triton_red_fused__to_copy_add_clone_mean_min_latency...         0.00%       0.000us         0.00%       0.000us       0.000us     104.258us         0.01%     104.258us       2.979us            35
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us     103.810us         0.01%     103.810us       2.884us            36
                                              aten::add         0.04%     581.885us         0.06%     856.964us       8.162us     101.283us         0.01%     101.283us       0.965us           105
                                 aten::_index_put_impl_         0.04%     568.597us         0.13%       1.805ms      51.559us     100.770us         0.01%     230.693us       6.591us            35
     triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_0         0.00%       0.000us         0.00%       0.000us       0.000us      97.825us         0.01%      97.825us       2.795us            35
void at::native::index_elementwise_kernel<128, 4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      92.832us         0.01%      92.832us       2.652us            35
                                           aten::gather         0.03%     403.049us         0.05%     629.955us      17.999us      71.837us         0.01%      71.837us       2.052us            35
                                     triton_red_fused_2         0.00%       0.000us         0.00%       0.000us       0.000us      71.485us         0.01%      71.485us       2.042us            35
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      71.071us         0.01%      71.071us       1.015us            70
triton_poi_fused_add_clone_copy_expand_index_mul_neg...         0.00%       0.000us         0.00%       0.000us       0.000us      70.397us         0.01%      70.397us       2.011us            35
                    _vllm_fa3_C::get_scheduler_metadata         0.02%     293.400us         0.05%     718.679us      20.534us      70.239us         0.01%      70.239us       2.007us            35
void flash::prepare_varlen_num_blocks_kernel<2, fals...         0.00%       0.000us         0.00%       0.000us       0.000us      70.239us         0.01%      70.239us       2.007us            35
                                     triton_poi_fused_1         0.00%       0.000us         0.00%       0.000us       0.000us      61.284us         0.00%      61.284us       1.751us            35
                                        Memset (Device)         0.00%       0.000us         0.00%       0.000us       0.000us      54.846us         0.00%      54.846us       1.524us            36
void at::native::vectorized_elementwise_kernel<2, at...         0.00%       0.000us         0.00%       0.000us       0.000us      54.467us         0.00%      54.467us       1.556us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      52.163us         0.00%      52.163us       1.449us            36
                      triton_poi_fused_mul_silu_slice_1         0.00%       0.000us         0.00%       0.000us       0.000us      51.264us         0.00%      51.264us       1.465us            35
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.04%     573.871us         0.06%     800.664us      22.876us      50.464us         0.00%      50.464us       1.442us            35
triton_poi_fused_add_bitwise_and_bitwise_not_bitwise...         0.00%       0.000us         0.00%       0.000us       0.000us      50.464us         0.00%      50.464us       1.442us            35
## Call CompiledFxGraph f52ckslhhwqd3ysisx6hpbeashi6...         0.00%       0.000us         0.00%       0.000us       0.000us      50.464us         0.00%      50.464us       1.442us            35
void at::native::vectorized_elementwise_kernel<4, at...         0.00%       0.000us         0.00%       0.000us       0.000us      46.816us         0.00%      46.816us       1.338us            35
                                              aten::sub         0.03%     406.298us         0.04%     562.581us       8.037us      39.392us         0.00%      39.392us       0.563us            70
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      39.392us         0.00%      39.392us       1.125us            35
void at::native::unrolled_elementwise_kernel<at::nat...         0.00%       0.000us         0.00%       0.000us       0.000us      34.912us         0.00%      34.912us       0.997us            35
                                         cudaEventQuery         0.03%     403.403us         0.03%     403.998us       2.020us      23.136us         0.00%      23.136us       0.116us           200
                    cudaThreadExchangeStreamCaptureMode         0.00%      28.612us         0.00%      28.612us       0.235us      19.839us         0.00%      19.839us       0.163us           122
                                   cudaDriverGetVersion         0.00%       2.673us         0.00%       2.673us       0.076us       9.121us         0.00%       9.121us       0.261us            35
                                    cudaStreamWaitEvent         0.01%     132.197us         0.01%     132.197us       0.944us       7.968us         0.00%       7.968us       0.057us           140
                                  cudaStreamIsCapturing         0.01%     114.837us         0.01%     114.837us       0.469us       7.168us         0.00%       7.168us       0.029us           245
                                   cudaEventSynchronize         0.01%     183.319us         0.01%     183.319us       5.238us       6.048us         0.00%       6.048us       0.173us            35
                               cudaEventRecordWithFlags         0.01%      87.067us         0.01%      87.067us       0.829us       4.864us         0.00%       4.864us       0.046us           105
                                        cudaEventRecord         0.01%     177.261us         0.01%     177.261us       0.844us       4.704us         0.00%       4.704us       0.022us           210
                                        cudaGraphLaunch         6.37%      87.218ms         6.72%      92.012ms       2.629ms       2.048us         0.00%       2.048us       0.059us            35
                                          ProfilerStep*        82.74%        1.133s        97.24%        1.331s      38.034ms       0.000us         0.00%      16.385ms     468.134us            35
                 execute_context_0(0)_generation_52(52)         4.40%      60.259ms        14.10%     193.056ms       5.516ms       0.000us         0.00%      14.330ms     409.436us            35
                                            aten::slice         0.24%       3.310ms         0.30%       4.064ms       2.073us       0.000us         0.00%       0.000us       0.000us          1960
                                       aten::as_strided         0.09%       1.266ms         0.09%       1.266ms       0.426us       0.000us         0.00%       0.000us       0.000us          2975
                                        cudaMemcpyAsync         0.25%       3.369ms         0.25%       3.369ms       6.417us       0.000us         0.00%       0.000us       0.000us           525
                                       aten::lift_fresh         0.00%      43.604us         0.00%      43.604us       0.138us       0.000us         0.00%       0.000us       0.000us           315
                                          aten::flatten         0.01%      72.474us         0.01%     148.630us       4.247us       0.000us         0.00%       0.000us       0.000us            35
                                             aten::view         0.02%     289.834us         0.02%     289.834us       1.035us       0.000us         0.00%       0.000us       0.000us           280
                                     aten::index_select         0.04%     506.295us         0.11%       1.536ms      21.937us       0.000us         0.00%      71.837us       1.026us            70
                                           aten::detach         0.01%     107.677us         0.01%     107.677us       1.538us       0.000us         0.00%       0.000us       0.000us            70
                                               aten::to         0.03%     457.415us         0.40%       5.509ms      11.244us       0.000us         0.00%       1.213ms       2.476us           490
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------
Self CPU time total: 1.369s
Self CUDA time total: 1.373s
