framework,version,device,op_name,kernel_source,moe_dtype,num_tokens,hidden_size,inter_size,topk,num_experts,moe_tp_size,moe_ep_size,distribution,latency
VLLM,0.19.0,NVIDIA H200,moe,vllm_marlin_moe_wna16,int4_wo,8,7168,2048,8,384,1,8,power_law_1.01,0.21964559555053711
VLLM,0.19.0,NVIDIA H200,moe,vllm_marlin_moe_wna16,int4_wo,16,7168,2048,8,384,1,8,power_law_1.01,0.27563871383666994
VLLM,0.19.0,NVIDIA H200,moe,vllm_marlin_moe_wna16,int4_wo,32,7168,2048,8,384,1,8,power_law_1.01,0.32166847229003903
VLLM,0.19.0,NVIDIA H200,moe,vllm_marlin_moe_wna16,int4_wo,64,7168,2048,8,384,1,8,power_law_1.01,0.38183471679687503
VLLM,0.19.0,NVIDIA H200,moe,vllm_marlin_moe_wna16,int4_wo,128,7168,2048,8,384,1,8,power_law_1.01,0.49241985321044923
